Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
positive regulation of macrophage proliferation (GO:0120041),1/5,0.018365284102935,0.2116543205181192,0,0,68.22602739726027,272.71943060410257,PTK2,GO_Biological_Process_2021
negative regulation of smooth muscle contraction (GO:0045986),1/5,0.018365284102935,0.2116543205181192,0,0,68.22602739726027,272.71943060410257,ADRB2,GO_Biological_Process_2021
modulation by symbiont of host autophagy (GO:0075071),1/5,0.018365284102935,0.2116543205181192,0,0,68.22602739726027,272.71943060410257,ULK1,GO_Biological_Process_2021
proline biosynthetic process (GO:0006561),1/5,0.018365284102935,0.2116543205181192,0,0,68.22602739726027,272.71943060410257,PYCR2,GO_Biological_Process_2021
positive regulation of proteolysis (GO:0045862),2/57,0.0189041754110768,0.2116543205181192,0,0,10.035858585858586,39.82602482552961,CASP8;RHBDD1,GO_Biological_Process_2021
regulation of mitotic nuclear division (GO:0007088),2/57,0.0189041754110768,0.2116543205181192,0,0,10.035858585858586,39.82602482552961,DUSP1;MKI67,GO_Biological_Process_2021
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),2/58,0.0195330257721004,0.2116543205181192,0,0,9.856150793650794,38.79034623649447,CASP8;CFLAR,GO_Biological_Process_2021
autophagosome assembly (GO:0000045),2/58,0.0195330257721004,0.2116543205181192,0,0,9.856150793650794,38.79034623649447,ATG9A;ULK1,GO_Biological_Process_2021
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),2/58,0.0195330257721004,0.2116543205181192,0,0,9.856150793650794,38.79034623649447,SNX25;LEFTY2,GO_Biological_Process_2021
regulation of apoptotic process (GO:0042981),7/742,0.0197385315678507,0.2116543205181192,0,0,2.7279317697228147,10.707630415810334,PRR7;CASP8;RHBDD1;RPS6KA2;CFLAR;SQSTM1;PTK2,GO_Biological_Process_2021
selective autophagy (GO:0061912),2/59,0.0201705983731153,0.2116543205181192,0,0,9.682748538011696,37.79689224469921,ULK1;SQSTM1,GO_Biological_Process_2021
organelle assembly (GO:0070925),5/425,0.0206019012186155,0.2116543205181192,0,0,3.3654244306418217,13.065829292519169,ABCB6;ATG9A;G3BP1;NEK1;ULK1,GO_Biological_Process_2021
protein autophosphorylation (GO:0046777),3/159,0.0211857715564703,0.2116543205181192,0,0,5.354821235102925,20.639759385997625,STK16;ULK1;PTK2,GO_Biological_Process_2021
O-glycan processing (GO:0016266),2/61,0.0214716254913036,0.2116543205181192,0,0,9.353578154425612,35.92730844994776,ST6GAL1;B3GNT5,GO_Biological_Process_2021
positive regulation of programmed cell death (GO:0043068),4/286,0.0215705499577121,0.2116543205181192,0,0,3.980547112462006,15.271075720157684,PRR7;CASP8;RPS6KA2;SQSTM1,GO_Biological_Process_2021
protein localization to perinuclear region of cytoplasm (GO:1905719),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,SQSTM1,GO_Biological_Process_2021
positive regulation of autophagosome maturation (GO:1901098),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,ADRB2,GO_Biological_Process_2021
activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,ADRB2,GO_Biological_Process_2021
negative regulation of meiotic cell cycle (GO:0051447),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,DUSP1,GO_Biological_Process_2021
negative regulation of monocyte chemotaxis (GO:0090027),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,DUSP1,GO_Biological_Process_2021
sialylation (GO:0097503),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,ST6GAL1,GO_Biological_Process_2021
melanosome assembly (GO:1903232),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,ABCB6,GO_Biological_Process_2021
regulation of macrophage proliferation (GO:0120040),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,PTK2,GO_Biological_Process_2021
regulation of mitotic sister chromatid segregation (GO:0033047),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,DUSP1,GO_Biological_Process_2021
regulation of mitotic spindle checkpoint (GO:1903504),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,DUSP1,GO_Biological_Process_2021
protein localization to ciliary transition zone (GO:1904491),1/6,0.0219982256466627,0.2116543205181192,0,0,54.57808219178082,208.31326833148967,NPHP4,GO_Biological_Process_2021
regulation of skeletal muscle satellite cell proliferation (GO:0014842),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,CFLAR,GO_Biological_Process_2021
heme transport (GO:0015886),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,ABCB6,GO_Biological_Process_2021
negative regulation of neurotransmitter secretion (GO:0046929),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,PNKD,GO_Biological_Process_2021
negative regulation of p38MAPK cascade (GO:1903753),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,DUSP1,GO_Biological_Process_2021
iron coordination entity transport (GO:1901678),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,ABCB6,GO_Biological_Process_2021
lysosomal microautophagy (GO:0016237),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,ULK1,GO_Biological_Process_2021
malate metabolic process (GO:0006108),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,FH,GO_Biological_Process_2021
marginal zone B cell differentiation (GO:0002315),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,DOCK10,GO_Biological_Process_2021
TRAIL-activated apoptotic signaling pathway (GO:0036462),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,CASP8,GO_Biological_Process_2021
death-inducing signaling complex assembly (GO:0071550),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,CASP8,GO_Biological_Process_2021
detection of muscle stretch (GO:0035995),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,PTK2,GO_Biological_Process_2021
proline metabolic process (GO:0006560),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,PYCR2,GO_Biological_Process_2021
pexophagy (GO:0000425),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,SQSTM1,GO_Biological_Process_2021
piecemeal microautophagy of the nucleus (GO:0034727),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,ULK1,GO_Biological_Process_2021
polyamine biosynthetic process (GO:0006596),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,PAOX,GO_Biological_Process_2021
positive regulation by symbiont of host autophagy (GO:0075044),1/7,0.0256179044155202,0.2116543205181192,0,0,45.47945205479452,166.65780482203337,ULK1,GO_Biological_Process_2021
positive regulation of apoptotic process (GO:0043065),4/310,0.0279314522094484,0.2116543205181192,0,0,3.6638655462184873,13.109317906843955,PRR7;CASP8;RPS6KA2;SQSTM1,GO_Biological_Process_2021
histone acetylation (GO:0016573),2/71,0.0284762441229522,0.2116543205181192,0,0,7.993961352657005,28.44799098652668,YEATS2;EP400,GO_Biological_Process_2021
positive regulation of fibroblast migration (GO:0010763),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,PTK2,GO_Biological_Process_2021
regulation of collateral sprouting (GO:0048670),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,ULK1,GO_Biological_Process_2021
self proteolysis (GO:0097264),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,CASP8,GO_Biological_Process_2021
skeletal muscle tissue regeneration (GO:0043403),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,CFLAR,GO_Biological_Process_2021
skeletal myofibril assembly (GO:0014866),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,CFLAR,GO_Biological_Process_2021
spermidine metabolic process (GO:0008216),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,PAOX,GO_Biological_Process_2021
macromolecule modification (GO:0043412),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,ST6GAL1,GO_Biological_Process_2021
mitophagy (GO:0000423),1/8,0.0292243678788926,0.2116543205181192,0,0,38.98043052837573,137.70820955371116,SQSTM1,GO_Biological_Process_2021
negative regulation of cell adhesion (GO:0007162),2/73,0.0299732350303105,0.2116543205181192,0,0,7.767996870109546,27.24586420461107,DUSP1;PTK2,GO_Biological_Process_2021
regulation of hydrolase activity (GO:0051336),2/73,0.0299732350303105,0.2116543205181192,0,0,7.767996870109546,27.24586420461107,GPR137B;PTK2,GO_Biological_Process_2021
ubiquitin-dependent ERAD pathway (GO:0030433),2/73,0.0299732350303105,0.2116543205181192,0,0,7.767996870109546,27.24586420461107,DNAJB2;ANKZF1,GO_Biological_Process_2021
proteolysis involved in cellular protein catabolic process (GO:0051603),2/74,0.0307333036520228,0.2116543205181192,0,0,7.659722222222222,26.67428103022088,CASP8;RHBDD1,GO_Biological_Process_2021
regulation of cytokine-mediated signaling pathway (GO:0001959),2/74,0.0307333036520228,0.2116543205181192,0,0,7.659722222222222,26.67428103022088,CASP8;CFLAR,GO_Biological_Process_2021
negative regulation of protein binding (GO:0032091),2/74,0.0307333036520228,0.2116543205181192,0,0,7.659722222222222,26.67428103022088,DNAJB2;ADRB2,GO_Biological_Process_2021
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),4/321,0.0311843737196877,0.2116543205181192,0,0,3.534745380802163,12.257924888967022,DNAJB2;TBL1XR1;PSMD1;ANKZF1,GO_Biological_Process_2021
negative regulation of bone resorption (GO:0045779),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,GPR137B,GO_Biological_Process_2021
negative regulation of necroptotic process (GO:0060546),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,CASP8,GO_Biological_Process_2021
response to type I interferon (GO:0034340),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,SP100,GO_Biological_Process_2021
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,SNX25,GO_Biological_Process_2021
negative regulation of systemic arterial blood pressure (GO:0003085),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,ADRB2,GO_Biological_Process_2021
positive regulation of protein kinase A signaling (GO:0010739),1/9,0.0328176634164541,0.2116543205181192,0,0,34.10616438356164,116.5335464845532,ADRB2,GO_Biological_Process_2021
regulation of GTPase activity (GO:0043087),3/189,0.0330142013656057,0.2116543205181192,0,0,4.484325306678782,15.295215077788216,DOCK10;GPR137B;PTK2,GO_Biological_Process_2021
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),2/79,0.0346467670856509,0.2116543205181192,0,0,7.160533910533911,24.077659456780683,DNAJB2;PTK2,GO_Biological_Process_2021
cellular protein modification process (GO:0006464),8/1025,0.0352481369927838,0.2116543205181192,0,0,2.253687315634218,7.539356189455038,DUSP1;RHBDD1;B3GNT5;KLHL21;KLHL2;PSMD1;NEK1;ULK1,GO_Biological_Process_2021
negative regulation of cell cycle (GO:0045786),2/80,0.0354516326235369,0.2116543205181192,0,0,7.068376068376068,23.60544956845152,DUSP1;RPS6KA2,GO_Biological_Process_2021
negative regulation of cellular component organization (GO:0051129),2/80,0.0354516326235369,0.2116543205181192,0,0,7.068376068376068,23.60544956845152,DNAJB2;ULK1,GO_Biological_Process_2021
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),2/80,0.0354516326235369,0.2116543205181192,0,0,7.068376068376068,23.60544956845152,CASP8;CFLAR,GO_Biological_Process_2021
regulation of organelle organization (GO:0033043),2/80,0.0354516326235369,0.2116543205181192,0,0,7.068376068376068,23.60544956845152,SQSTM1;PTK2,GO_Biological_Process_2021
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),2/81,0.0362637403898826,0.2116543205181192,0,0,6.978551336146273,23.14741460472713,CASP8;CFLAR,GO_Biological_Process_2021
amino sugar metabolic process (GO:0006040),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,ST6GAL1,GO_Biological_Process_2021
B cell homeostasis (GO:0001782),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,DOCK10,GO_Biological_Process_2021
negative regulation of inclusion body assembly (GO:0090084),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,DNAJB2,GO_Biological_Process_2021
iron ion transmembrane transport (GO:0034755),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,ABCB6,GO_Biological_Process_2021
lipid phosphorylation (GO:0046834),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,DGKG,GO_Biological_Process_2021
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,SP100,GO_Biological_Process_2021
N-acetylneuraminate metabolic process (GO:0006054),1/10,0.0363978383040335,0.2116543205181192,0,0,30.315068493150687,100.4412761916998,ST6GAL1,GO_Biological_Process_2021
protein phosphorylation (GO:0006468),5/496,0.0366676027159005,0.2116543205181192,0,0,2.868295994568907,9.482189796894565,RPS6KA2;STK16;NEK1;ULK1;PTK2,GO_Biological_Process_2021
negative regulation of intracellular signal transduction (GO:1902532),3/198,0.0371111933330861,0.2116543205181192,0,0,4.275406283856988,14.082489901925207,DGKG;CASP8;DUSP1,GO_Biological_Process_2021
post-translational protein modification (GO:0043687),4/345,0.0390309976765674,0.2116543205181192,0,0,3.281943862589024,10.644653889400766,RHBDD1;KLHL21;KLHL2;PSMD1,GO_Biological_Process_2021
protein localization to phagophore assembly site (GO:0034497),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,ATG9A,GO_Biological_Process_2021
negative regulation of bone remodeling (GO:0046851),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,GPR137B,GO_Biological_Process_2021
glutamine family amino acid biosynthetic process (GO:0009084),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,PYCR2,GO_Biological_Process_2021
glycerolipid metabolic process (GO:0046486),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,DGKG,GO_Biological_Process_2021
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,PRR7,GO_Biological_Process_2021
positive regulation of macrophage differentiation (GO:0045651),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,CASP8,GO_Biological_Process_2021
negative regulation of programmed necrotic cell death (GO:0062099),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,CASP8,GO_Biological_Process_2021
inositol phosphate biosynthetic process (GO:0032958),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,ITPKB,GO_Biological_Process_2021
interleukin-35-mediated signaling pathway (GO:0070757),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,CANX,GO_Biological_Process_2021
regulation of inclusion body assembly (GO:0090083),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,DNAJB2,GO_Biological_Process_2021
copper ion transport (GO:0006825),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,ATOX1,GO_Biological_Process_2021
desensitization of G protein-coupled receptor signaling pathway (GO:0002029),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,ADRB2,GO_Biological_Process_2021
"DNA damage response, signal transduction resulting in transcription (GO:0042772)",1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,SP100,GO_Biological_Process_2021
regulation of pH (GO:0006885),1/11,0.0399649396748714,0.2116543205181192,0,0,27.28219178082192,87.84191112168185,CLCN3,GO_Biological_Process_2021
proteasomal protein catabolic process (GO:0010498),3/205,0.0404702117834047,0.2118352030774724,0,0,4.125784409426858,13.232170733277314,TBL1XR1;RHBDD1;PSMD1,GO_Biological_Process_2021
negative regulation of binding (GO:0051100),2/88,0.0421460283962055,0.2118352030774724,0,0,6.40826873385013,20.292518771664906,DNAJB2;SP100,GO_Biological_Process_2021
regulation of endothelial cell migration (GO:0010594),2/89,0.0430138350752527,0.2118352030774724,0,0,6.334291187739463,19.92915893790115,SP100;PTK2,GO_Biological_Process_2021
transforming growth factor beta receptor signaling pathway (GO:0007179),2/89,0.0430138350752527,0.2118352030774724,0,0,6.334291187739463,19.92915893790115,LEFTY2;PTK2,GO_Biological_Process_2021
autophagy of peroxisome (GO:0030242),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,SQSTM1,GO_Biological_Process_2021
negative regulation of leukocyte chemotaxis (GO:0002689),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,DUSP1,GO_Biological_Process_2021
positive regulation of leukocyte proliferation (GO:0070665),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,PTK2,GO_Biological_Process_2021
cellular response to growth hormone stimulus (GO:0071378),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,PTK2,GO_Biological_Process_2021
positive regulation of protein maturation (GO:1903319),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,RHBDD1,GO_Biological_Process_2021
toll-like receptor 3 signaling pathway (GO:0034138),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,CASP8,GO_Biological_Process_2021
regulation of myoblast fusion (GO:1901739),1/12,0.0435190145295109,0.2118352030774724,0,0,24.80074719800747,77.73936369017362,CFLAR,GO_Biological_Process_2021
regulation of autophagosome maturation (GO:1901096),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,ADRB2,GO_Biological_Process_2021
negative regulation of mononuclear cell migration (GO:0071676),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,DUSP1,GO_Biological_Process_2021
reticulophagy (GO:0061709),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,ULK1,GO_Biological_Process_2021
negative regulation of nucleocytoplasmic transport (GO:0046823),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,SP100,GO_Biological_Process_2021
mature B cell differentiation involved in immune response (GO:0002313),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,DOCK10,GO_Biological_Process_2021
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,DUSP1,GO_Biological_Process_2021
polyamine metabolic process (GO:0006595),1/13,0.0470601097064945,0.2119322400647262,0,0,22.732876712328768,69.47916318158998,PAOX,GO_Biological_Process_2021
interleukin-1-mediated signaling pathway (GO:0070498),2/94,0.0474519922054398,0.2119322400647262,0,0,5.988526570048309,18.25324918030732,PSMD1;SQSTM1,GO_Biological_Process_2021
ciliary basal body-plasma membrane docking (GO:0097711),2/95,0.0483590340115335,0.2119322400647262,0,0,5.923835125448028,17.943902179066086,NPHP4;TUBA4A,GO_Biological_Process_2021
cellular transition metal ion homeostasis (GO:0046916),2/96,0.0492724093905823,0.2119322400647262,0,0,5.860520094562648,17.642456958799208,ABCB6;ATOX1,GO_Biological_Process_2021
positive regulation of cold-induced thermogenesis (GO:0120162),2/97,0.0501920604838004,0.2119322400647262,0,0,5.798538011695906,17.348636729917615,FH;ADRB2,GO_Biological_Process_2021
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.0503349094688273,0.2119322400647262,0,0,3.767446306800077,11.26110956045795,CASP8;CFLAR;SQSTM1,GO_Biological_Process_2021
activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,CASP8,GO_Biological_Process_2021
regulation of cAMP-dependent protein kinase activity (GO:2000479),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,ADRB2,GO_Biological_Process_2021
response to chemokine (GO:1990868),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,DUSP1,GO_Biological_Process_2021
regulation of chromatin organization (GO:1902275),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,MKI67,GO_Biological_Process_2021
positive regulation of long-term synaptic potentiation (GO:1900273),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,SQSTM1,GO_Biological_Process_2021
positive regulation of macrophage chemotaxis (GO:0010759),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,PTK2,GO_Biological_Process_2021
positive regulation of protein-containing complex disassembly (GO:0043243),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,ADRB2,GO_Biological_Process_2021
vasodilation (GO:0042311),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,ADRB2,GO_Biological_Process_2021
peptidyl-serine dephosphorylation (GO:0070262),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,DUSP1,GO_Biological_Process_2021
regulation of protein kinase C signaling (GO:0090036),1/14,0.0505882719129409,0.2119322400647262,0,0,20.98314014752371,62.6144353100612,DGKG,GO_Biological_Process_2021
negative regulation of programmed cell death (GO:0043069),4/381,0.0527433719287944,0.2119322400647262,0,0,2.9630920803334595,8.718356689913701,RHBDD1;CFLAR;SQSTM1;PTK2,GO_Biological_Process_2021
cellular response to chemical stress (GO:0062197),2/101,0.0539322765165432,0.2119322400647262,0,0,5.563131313131313,16.244488955234875,PYCR2;ETV5,GO_Biological_Process_2021
positive regulation of protein localization to membrane (GO:1905477),2/101,0.0539322765165432,0.2119322400647262,0,0,5.563131313131313,16.244488955234875,CASP8;SQSTM1,GO_Biological_Process_2021
