Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mouse tumor 143 days vs 736 days GSE66414 aging:147,3/312,0.0227171751023396,0.2198278630928995,0,0,5.299892125134844,20.058152082276717,CDKN1A;COL16A1;CLEC2D,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 40 years vs 52 years GSE62373 aging:158,3/313,0.0229065930123325,0.2198278630928995,0,0,5.28252688172043,19.948567408982584,ABCC3;RBM47;SLC16A6,Aging_Perturbations_from_GEO_down
Human meniscus 40 years vs 55 years GSE45233 aging:209,3/320,0.0242568676516302,0.2198278630928995,0,0,5.16403785488959,19.20534338418233,CDKN1A;MT2A;COL16A1,Aging_Perturbations_from_GEO_down
Human Peritoneal Mesothelioma 39 years vs 68 years GSE17118 aging:359,3/338,0.0279246349063605,0.2381807094954279,0,0,4.882089552238806,17.46931745192825,CYP39A1;LY96;TMEM130,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 40 years vs 61 years GSE62373 aging:178,3/348,0.0300838378810403,0.2409728572686917,0,0,4.7381642512077295,16.60142448642471,RBM47;LY96;BUB1,Aging_Perturbations_from_GEO_down
Human CD4+Tlymphocytes 25 years vs 64 years GSE62374 aging:130,3/359,0.0325589211660227,0.2409728572686917,0,0,4.589185393258427,15.716600986161303,CDKN1A;MT2A;MAPRE2,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 61 years GSE62373 aging:174,3/363,0.0334848371250878,0.2409728572686917,0,0,4.537268518518519,15.411570127596883,ALDH5A1;LY96;METTL7A,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 72 years GSE62373 aging:169,3/369,0.0348995172596036,0.2409728572686917,0,0,4.461520947176685,14.969662184710954,MT2A;TACC3;ATAD3A,Aging_Perturbations_from_GEO_down
Mouse peripheral adipocyte 6 months vs 18 months GSE25905 aging:298,3/388,0.0395825804173088,0.2608851891140812,0,0,4.237229437229437,13.6835652972234,GPNMB;DNAJB4;SLC16A6,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 40 years vs 72 years GSE62373 aging:179,3/407,0.0445716490525137,0.2730769069730757,0,0,4.034034653465347,12.54849931723216,RBM47;AUTS2;LY96,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:377,2/174,0.045198936326578,0.2730769069730757,0,0,6.21904462602137,19.258401840476,CYP39A1;MKI67,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 81 years GSE62373 aging:156,3/419,0.0478782808211689,0.2732005642001422,0,0,3.915264423076923,11.89885389519439,AUTS2;SLC16A6;MPP7,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:374,2/182,0.0489876873738186,0.2732005642001422,0,0,5.94024024024024,17.916871175081933,ABCC3;CDKN1A,Aging_Perturbations_from_GEO_down
Mouse spleen 4 months vs 9 months GSE13148 aging:344,3/466,0.0619603056393511,0.3327497895446635,0,0,3.509359251259899,9.760445180699184,GPNMB;LY96;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:365,2/222,0.06952947496844,0.3531049799127327,0,0,4.85036855036855,12.9311044597951,ABCC3;CDKN1A,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:367,2/224,0.0706209959825465,0.3531049799127327,0,0,4.806184562941319,12.738445106299505,ABCC3;MKI67,Aging_Perturbations_from_GEO_down
Rat liver 4 months vs 24 months GSE11097 aging:191,2/251,0.0858905010556776,0.3608331767530812,0,0,4.279170737002063,10.504003543645164,MT2A;METTL7A,Aging_Perturbations_from_GEO_down
Rat liver 6 months vs 11 months GSE11097 aging:196,2/254,0.0876451241068,0.3608331767530812,0,0,4.227584727584728,10.291882949384805,RBM47;MT2A,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:372,2/256,0.08882095412768,0.3608331767530812,0,0,4.193871036390721,10.153918250908411,ABCC3;CDKN1A,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 14 months GSE15129 aging:322,2/257,0.089410673529014,0.3608331767530812,0,0,4.177212506624271,10.085943146115184,ABCC3;ARRDC3,Aging_Perturbations_from_GEO_down
Mouse tumor tissue 143 days vs 551 days GSE45606 aging:235,2/259,0.0905936880287667,0.3608331767530812,0,0,4.144284362183195,9.951963192808748,COL16A1;MCM5,Aging_Perturbations_from_GEO_down
Mouse muscle 70 days vs 720 days GDS4904 aging:85,2/261,0.0917814262021822,0.3608331767530812,0,0,4.111864760513409,9.820553001567813,AUTS2;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse spinal cord 18 months vs 30 months GDS1280 aging:1,2/269,0.0965785716994272,0.3608331767530812,0,0,3.9870432229982793,9.319308400042594,MT2A;GPNMB,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20425 aging:370,2/271,0.097789148110088,0.3608331767530812,0,0,3.956997890083392,9.199789275307646,ABCC3;CDKN1A,Aging_Perturbations_from_GEO_down
Human a 0 es vs 0 es GDS5077 aging:106,2/281,0.1039072314490709,0.3608331767530812,0,0,3.813232587426136,8.634137752043243,MT2A;LIME1,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:286,2/281,0.1039072314490709,0.3608331767530812,0,0,3.813232587426136,8.634137752043243,ATAD3A;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:378,2/281,0.1039072314490709,0.3608331767530812,0,0,3.813232587426136,8.634137752043243,MCM5;MKI67,Aging_Perturbations_from_GEO_down
Mouse tumor 68 days vs 551 days GSE66414 aging:144,2/282,0.1045248676978325,0.3608331767530812,0,0,3.799420849420849,8.580347103168076,PRC1;MCM5,Aging_Perturbations_from_GEO_down
Mouse tumor 143 days vs 551 days GSE66414 aging:146,2/286,0.107005700692293,0.3608331767530812,0,0,3.74514655500571,8.369927547662858,COL16A1;ATAD3A,Aging_Perturbations_from_GEO_down
Human meniscus 28 years vs 47 years GSE45233 aging:208,2/286,0.107005700692293,0.3608331767530812,0,0,3.74514655500571,8.369927547662858,MT2A;AUTS2,Aging_Perturbations_from_GEO_down
Mouse liver 5 months vs 24 months GSE25325 aging:287,2/296,0.1132776822489417,0.3631941706926347,0,0,3.615922044493473,7.875164024062983,ABCC3;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse tumor 551 days vs 736 days GSE66414 aging:148,2/299,0.1151780895469492,0.3631941706926347,0,0,3.578851578851579,7.734885107726779,CDKN1A;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse retina 2 days vs 10 days GDS2936 aging:252,2/302,0.1170868978006762,0.3631941706926347,0,0,3.5425225225225225,7.598140123243978,PRC1;MCM5,Aging_Perturbations_from_GEO_down
Mouse retina 2 days vs 60 days GDS2936 aging:253,2/303,0.1177250070520954,0.3631941706926347,0,0,3.5305737631319025,7.553323006049226,PRC1;MCM5,Aging_Perturbations_from_GEO_down
Mouse brain 25 weeks vs 100 weeks GSE41018 aging:400,2/311,0.1228621731777497,0.3711461481411192,0,0,3.437767864952331,7.207940707433893,TMEM130;MAPRE2,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 40 years GSE62373 aging:152,2/321,0.1293611513769536,0.3747335879349194,0,0,3.3283063627891214,6.806876316081862,MT2A;LIME1,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 72 years vs 81 years GSE62373 aging:186,2/328,0.1339589499139042,0.3747335879349194,0,0,3.255678991875311,6.544637110809825,EIF4ENIF1;AUTS2,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 20 months GSE48911 aging:389,2/329,0.1346189099766143,0.3747335879349194,0,0,3.245557484089594,6.50834037983434,SCAMP5;TMEM130,Aging_Perturbations_from_GEO_down
Human hematopoieticstemcells 36 yearss vs 65 yearss GSE32719 aging:133,2/334,0.1379301089983479,0.3747335879349194,0,0,3.195864539238033,6.331033790091482,TMEM87B;AUTS2,Aging_Perturbations_from_GEO_down
Mouse retina 3 months vs 16 months GDS2654 aging:62,2/339,0.1412598262299751,0.3747335879349194,0,0,3.1476461624829577,6.160429363883425,REV3L;MPP7,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 20 months GSE48911 aging:383,2/341,0.1425967531647984,0.3747335879349194,0,0,3.1287570756597307,6.09398822381801,SCAMP5;TMEM130,Aging_Perturbations_from_GEO_down
Mouse gastrocnemius 5 months vs 30 months GSE11291 aging:203,2/352,0.1499991501369143,0.3747335879349194,0,0,3.0287258687258687,5.745873534364726,ARRDC3;SCAND1,Aging_Perturbations_from_GEO_down
Human brain (frontal cortex) 28 years vs 100 years GSE53890 aging:228,2/356,0.1527107660842803,0.3747335879349194,0,0,2.993892197282028,5.626150852017462,GPNMB;DNAJB4,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 40 years vs 52 years GSE62373 aging:177,2/359,0.1547511105378088,0.3747335879349194,0,0,2.968279203573321,5.538622559541055,ALDH5A1;LY96,Aging_Perturbations_from_GEO_down
Mouse brain 8 weeks vs 104 weeks GSE20411 aging:310,2/359,0.1547511105378088,0.3747335879349194,0,0,2.968279203573321,5.538622559541055,ALDH5A1;TMEM130,Aging_Perturbations_from_GEO_down
Human mesenchymal stem cells (from bone marrow) 42 years vs 79 years GSE35955 aging:293,2/362,0.1567969949349675,0.3747335879349194,0,0,2.943093093093093,5.452972701644906,MT2A;DNAJB4,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 40 years vs 81 years GSE62373 aging:180,2/365,0.1588482900608177,0.3747335879349194,0,0,2.9183232819596454,5.369147758438365,AUTS2;MPP7,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 72 years GSE62373 aging:175,2/370,0.1622787922050082,0.3747335879349194,0,0,2.8779377203290246,5.233355581217849,AUTS2;LY96,Aging_Perturbations_from_GEO_down
Human brain (front cortex) 82 years vs 100 years GSE53890 aging:231,2/371,0.1629666020041518,0.3747335879349194,0,0,2.869991943162675,5.206768068423012,GPNMB;ARRDC3,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 81 years GSE62373 aging:176,2/377,0.1671050375585532,0.3747335879349194,0,0,2.8232072072072074,5.05109232444216,AUTS2;MPP7,Aging_Perturbations_from_GEO_down
Human CD4+Tlymphocytes 25 years vs 64 years GSE62374 aging:129,2/379,0.1684888164363861,0.3747335879349194,0,0,2.807943221736325,5.000626499143613,MT2A;AUTS2,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 81 years GSE62373 aging:170,2/382,0.1705683917496874,0.3747335879349194,0,0,2.785348506401138,4.926220117506894,AUTS2;TACC3,Aging_Perturbations_from_GEO_down
Mouse retina 6 months vs 10 months GSE33674 aging:305,2/382,0.1705683917496874,0.3747335879349194,0,0,2.785348506401138,4.926220117506894,BUB1B;LIME1,Aging_Perturbations_from_GEO_down
Human brain (frontal cortex) 55 years vs 100 years GSE53890 aging:230,2/387,0.1740444710168367,0.3766634074244974,0,0,2.7484731484731486,4.8055525725817,GPNMB;SCAND1,Aging_Perturbations_from_GEO_down
Mouse cardiacventricle 4 months vs 25 months GSE12480 aging:149,1/131,0.2262715293798204,0.4774558902335815,0,0,4.014372469635627,5.965435944563848,MKI67,Aging_Perturbations_from_GEO_down
Mouse heart 6 months vs 14 months GSE15129 aging:316,1/135,0.2323289863893944,0.4774558902335815,0,0,3.8937549096622153,5.683328042067311,DNAJB4,Aging_Perturbations_from_GEO_down
Mouse hippocampus 4 months vs 14 months GSE48911 aging:388,1/136,0.2338361158061219,0.4774558902335815,0,0,3.864717348927875,5.615955151287811,TMEM130,Aging_Perturbations_from_GEO_down
Mouse hippocampus 14 months vs 20 months GSE48911 aging:392,2/472,0.2345824056551989,0.4774558902335815,0,0,2.241633122484186,3.2502522310719897,SCAMP5;TMEM130,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:375,1/139,0.2383402267073118,0.4774558902335815,0,0,3.7801296720061024,5.420918022971859,CYP39A1,Aging_Perturbations_from_GEO_down
Mouse hippocampus 14 months vs 20 months GSE48911 aging:386,2/480,0.2403743447382859,0.4774558902335815,0,0,2.2032115797806173,3.1408054549743274,SCAMP5;TMEM130,Aging_Perturbations_from_GEO_down
Mouse heart 6 months vs 14 months GSE15129 aging:317,1/153,0.2590205471598992,0.5075402613268296,0,0,3.4295360110803323,4.6327814765838085,DNAJB4,Aging_Perturbations_from_GEO_down
Mouse peripheral adipocyte 14 months vs 18 months GSE25905 aging:299,2/516,0.26652324021522,0.515278264416092,0,0,2.0451151540645705,2.7042431577695987,GPNMB;PLXNC1,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 22 months GSE3150 aging:328,1/162,0.2720250352738091,0.5189951330881886,0,0,3.2363517489375613,4.213280692118755,ABCC3,Aging_Perturbations_from_GEO_down
Rat hippocampus 5 months vs 24 months GSE14505 aging:346,1/171,0.2848070409929266,0.5363249473243424,0,0,3.063622291021672,3.847736126535741,LIME1,Aging_Perturbations_from_GEO_down
Mouse peripheral adipocyte 6 months vs 14 months GSE25905 aging:297,1/185,0.3042566576688997,0.5413036396350631,0,0,2.8285183066361554,3.365607729566387,DNAJB4,Aging_Perturbations_from_GEO_down
Mouse brain (ventral tegmental area) 10 months vs 18 months GSE45044 aging:239,1/196,0.3191760263689618,0.5413036396350631,0,0,2.667476383265857,3.046291430728352,BUB1B,Aging_Perturbations_from_GEO_down
Mouse tumor tissue 143 days vs 551 days GSE45606 aging:236,1/208,0.3350962049257545,0.5413036396350631,0,0,2.511314518179507,2.7457146120145106,COL16A1,Aging_Perturbations_from_GEO_down
Rat hippocampus dentate gyrus 18 months vs 28 months GSE21681 aging:357,1/225,0.3570304212163543,0.5413036396350631,0,0,2.3187265037593985,2.388135929189916,REV3L,Aging_Perturbations_from_GEO_down
Mouse retina 3 months vs 16 months GDS2654 aging:66,1/228,0.3608272777470278,0.5413036396350631,0,0,2.2877347553906797,2.332015897984914,MPP7,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 14 months GSE15129 aging:323,1/228,0.3608272777470278,0.5413036396350631,0,0,2.2877347553906797,2.332015897984914,ARRDC3,Aging_Perturbations_from_GEO_down
Mouse lung 3 months vs 9 months GSE27964 aging:336,1/229,0.3620880350801567,0.5413036396350631,0,0,2.2775854108956604,2.3137259218597057,COL16A1,Aging_Perturbations_from_GEO_down
Rat femur 12 weeks vs 32 weeks GDS509 aging:261,1/232,0.3658557860356591,0.5413036396350631,0,0,2.2476646160856686,2.260062847513625,MCM5,Aging_Perturbations_from_GEO_down
"Human bone marrow-derived, hematopoietic stem cells (HSC) 25 years vs 75 years GDS3942 aging:87",1/232,0.3658557860356591,0.5413036396350631,0,0,2.2476646160856686,2.260062847513625,ARRDC3,Aging_Perturbations_from_GEO_down
Mouse hypothalamus 42 days vs 182 days GDS3895 aging:107,1/251,0.3892195891212665,0.5413036396350631,0,0,2.074842105263158,1.9578450749106031,TMEM130,Aging_Perturbations_from_GEO_down
Mouse hippocampus 3 months vs 16 months GSE20270 aging:214,1/261,0.4011772361612699,0.5413036396350631,0,0,1.994028340080972,1.8212497004508856,MKI67,Aging_Perturbations_from_GEO_down
Mouse hippocampus 3 months vs 18 months GSE29075 aging:275,1/262,0.4023603784039792,0.5413036396350631,0,0,1.9862875579753985,1.8083303515454463,SCAND1,Aging_Perturbations_from_GEO_down
Human Malignant Peripheral Nerve Sheath Tumour 24 years vs 53 years GSE17118 aging:364,1/263,0.4035412428526816,0.5413036396350631,0,0,1.978605865809562,1.7955384916441677,TMEM130,Aging_Perturbations_from_GEO_down
Rat liver 6 months vs 24 months GSE11097 aging:198,1/263,0.4035412428526816,0.5413036396350631,0,0,1.978605865809562,1.7955384916441677,MT2A,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 10 months GSE3150 aging:327,1/265,0.4058961553449096,0.5413036396350631,0,0,1.9634170653907497,1.7703305612305604,ABCC3,Aging_Perturbations_from_GEO_down
Rat liver 12 months vs 24 months GSE11097 aging:194,1/269,0.4105788339886416,0.5413036396350631,0,0,1.9337195600942656,1.7213726419327764,MT2A,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:278,1/269,0.4105788339886416,0.5413036396350631,0,0,1.9337195600942656,1.7213726419327764,CLEC2D,Aging_Perturbations_from_GEO_down
Rat femur 26 weeks vs 52 weeks GDS509 aging:269,1/269,0.4105788339886416,0.5413036396350631,0,0,1.9337195600942656,1.7213726419327764,MT2A,Aging_Perturbations_from_GEO_down
Rat liver 4 months vs 24 months GSE11097 aging:193,1/271,0.4129066679244582,0.5413036396350631,0,0,1.919200779727096,1.6975977613894868,METTL7A,Aging_Perturbations_from_GEO_down
Mouse lung 3 months vs 9 months GSE27964 aging:339,1/272,0.414067223253966,0.5413036396350631,0,0,1.9120217517964653,1.6858810947893648,ABCC3,Aging_Perturbations_from_GEO_down
Rat liver 18 months vs 24 months GSE11097 aging:201,1/272,0.414067223253966,0.5413036396350631,0,0,1.9120217517964653,1.6858810947893648,MT2A,Aging_Perturbations_from_GEO_down
Rat hippocampus dentate gyrus 18 months vs 28 months GSE21681 aging:358,1/273,0.4152255431858839,0.5413036396350631,0,0,1.9048955108359131,1.6742763428933731,REV3L,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:280,1/276,0.4186871320147586,0.5413036396350631,0,0,1.8838277511961723,1.640119478629611,CLEC2D,Aging_Perturbations_from_GEO_down
Rat liver 4 months vs 12 months GSE11097 aging:192,1/279,0.4221287522472435,0.5413036396350631,0,0,1.863214691404771,1.606920029387674,METTL7A,Aging_Perturbations_from_GEO_down
Rat liver 6 months vs 18 months GSE11097 aging:197,1/280,0.423271540885273,0.5413036396350631,0,0,1.8564421807206188,1.5960601349873214,RBM47,Aging_Perturbations_from_GEO_down
Mouse tumor 68 days vs 736 days GSE66414 aging:145,1/280,0.423271540885273,0.5413036396350631,0,0,1.8564421807206188,1.5960601349873214,COL16A1,Aging_Perturbations_from_GEO_down
Rat liver 11 months vs 24 months GSE11097 aging:200,1/280,0.423271540885273,0.5413036396350631,0,0,1.8564421807206188,1.5960601349873214,MT2A,Aging_Perturbations_from_GEO_down
Human brain (frontal cortex) 28 years vs 82 years GSE53890 aging:227,1/281,0.4244121274168489,0.5413036396350631,0,0,1.849718045112782,1.585301400319189,KCNG1,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 52 years GSE62373 aging:153,1/283,0.4266867106258735,0.5413036396350631,0,0,1.8364128406121687,1.5640824277864227,LY96,Aging_Perturbations_from_GEO_down
Mouse hippocampus 3 months vs 18 months GSE29075 aging:274,1/284,0.4278207155363298,0.5413036396350631,0,0,1.829830760647201,1.553619747117604,TMEM130,Aging_Perturbations_from_GEO_down
Mouse primary myoblast progenitor (MP) cells 8 months vs 23 months GDS1079 aging:91,1/286,0.4300821725146854,0.5413036396350631,0,0,1.8168051708217916,1.5329820314818308,MCM5,Aging_Perturbations_from_GEO_down
Mouse tumor 68 days vs 143 days GSE66414 aging:143,1/288,0.4323349196950535,0.5413036396350631,0,0,1.80396112231799,1.5127201030613473,MCM5,Aging_Perturbations_from_GEO_down
Mouse retina 10 days vs 60 days GDS2936 aging:254,1/289,0.4334580373130332,0.5413036396350631,0,0,1.7976059941520468,1.5027272231189654,REV3L,Aging_Perturbations_from_GEO_down
Mouse liver 5 months vs 24 months GSE25325 aging:291,1/290,0.4345789897308214,0.5413036396350631,0,0,1.7912948461118194,1.4928249213794196,ATAD3A,Aging_Perturbations_from_GEO_down
Human brain (front cortex) 28 years vs 55 years GSE53890 aging:226,1/290,0.4345789897308214,0.5413036396350631,0,0,1.7912948461118194,1.4928249213794196,DNAJB4,Aging_Perturbations_from_GEO_down
Mouse liver 5 months vs 24 months GSE25325 aging:292,1/291,0.4356977809767779,0.5413036396350631,0,0,1.78502722323049,1.483012110633971,ATAD3A,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:281,1/295,0.4401514155857114,0.5413036396350631,0,0,1.7603831006086643,1.4446345998252048,CLEC2D,Aging_Perturbations_from_GEO_down
Rat liver 4 months vs 12 months GSE11097 aging:190,1/299,0.4445707950893649,0.5413036396350631,0,0,1.7364005651713177,1.4076061164120517,METTL7A,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:282,1/299,0.4445707950893649,0.5413036396350631,0,0,1.7364005651713177,1.4076061164120517,ATAD3A,Aging_Perturbations_from_GEO_down
Human dendriticcells(DCs) 20 years vs 77 years GSE58015 aging:187,1/310,0.4565495489012655,0.5413036396350631,0,0,1.6736501447794243,1.3122388588228469,GPNMB,Aging_Perturbations_from_GEO_down
Mouse neuroretinas 7 weeks vs 64 weeks GSE38671 aging:211,1/311,0.4576259594248794,0.5413036396350631,0,0,1.6681663837011884,1.3040108518268512,SCAMP5,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 29 years vs 52 years GSE62373 aging:173,1/313,0.4597725519175384,0.5413036396350631,0,0,1.657304318488529,1.2877641769458434,ALDH5A1,Aging_Perturbations_from_GEO_down
Rat hippocampus 7 months vs 21 months GDS4019 aging:98,1/314,0.4608427417118893,0.5413036396350631,0,0,1.6519253405078191,1.2797439486902529,TMEM130,Aging_Perturbations_from_GEO_down
Rat liver 11 months vs 18 months GSE11097 aging:199,1/315,0.4619108657001277,0.5413036396350631,0,0,1.6465806235333558,1.2717914381246036,CDKN1A,Aging_Perturbations_from_GEO_down
Rat diaphysealfemoralcallus 6 weeks vs 26 weeks GDS1995 aging:115,1/319,0.4661627812467231,0.5413036396350631,0,0,1.6255379013571665,1.2406436708271895,MT2A,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:277,1/324,0.471431659198655,0.5413036396350631,0,0,1.5999674107870294,1.2031453027891787,CLEC2D,Aging_Perturbations_from_GEO_down
Mouse ovary 90 days vs 180 days GSE14937 aging:348,1/325,0.4724793375627528,0.5413036396350631,0,0,1.5949480181936322,1.195830240588763,DNAJB4,Aging_Perturbations_from_GEO_down
Rat frontalcortex 4 months vs 22 months GDS3939 aging:99,1/327,0.4745686278696636,0.5413036396350631,0,0,1.5850016144656118,1.1813794308219856,REV3L,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 52 years vs 72 years GSE62373 aging:182,1/330,0.4776874536727676,0.5413036396350631,0,0,1.570308750599904,1.1601419425673496,AUTS2,Aging_Perturbations_from_GEO_down
Mouse bone marrow adipocyte 6 months vs 18 months GSE25905 aging:295,1/331,0.4787230482473181,0.5413036396350631,0,0,1.5654704944178628,1.1531772833236773,CLEC2D,Aging_Perturbations_from_GEO_down
Mouse retina 4 months vs 6 months GSE33674 aging:303,1/331,0.4787230482473181,0.5413036396350631,0,0,1.5654704944178628,1.1531772833236773,CDKN1A,Aging_Perturbations_from_GEO_down
Human retinalmacula 18 years vs 74 years GSE32614 aging:150,1/336,0.483871084973249,0.5413036396350631,0,0,1.5417124901806756,1.1191857716767566,PSD3,Aging_Perturbations_from_GEO_down
Human skeletal muscle 19 years vs 65 years GDS4858 aging:10,1/341,0.4889695715663796,0.5413036396350631,0,0,1.5186532507739938,1.0865280877733128,SMAD1,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 61 years GSE62373 aging:154,1/342,0.4899833638358641,0.5413036396350631,0,0,1.5141225497762,1.080150558501049,SLC16A6,Aging_Perturbations_from_GEO_down
Human Peritoneal Mesothelioma 25 years vs 66 years GSE17118 aging:360,1/348,0.4960250921228961,0.5413036396350631,0,0,1.4874867283482482,1.0429197321749657,CYP39A1,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 81 years GSE62373 aging:185,1/349,0.497025243544637,0.5413036396350631,0,0,1.4831367211131277,1.0368823313503794,AUTS2,Aging_Perturbations_from_GEO_down
Mouse Inguinal fat 5 months vs 24 months GSE25325 aging:276,1/353,0.5010065454041596,0.5413036396350631,0,0,1.465983851674641,1.0131943814123308,CLEC2D,Aging_Perturbations_from_GEO_down
Rat myocardium 18 weeks vs 22 weeks GDS4025 aging:142,1/356,0.5039723541429898,0.5413036396350631,0,0,1.4533728687916976,0.9959003086132032,MT2A,Aging_Perturbations_from_GEO_down
