Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
positive regulation of transcription by RNA polymerase II (GO:0045944),64/908,2.560801801721919e-05,0.0081829257573204,0,0,1.811699425965632,19.15438250316102,CCNK;CRTC2;DDX3X;GABPB2;MAML1;HMGB1;TBK1;CREB3L4;MYC;EPC1;TEAD1;HTATIP2;ACTR2;BCAS3;MED1;RIPK2;ZBTB38;TCF12;TFE3;SIRT7;FOS;MED4;TNFRSF1A;TBL1XR1;ZSCAN21;SQSTM1;ATF3;RHOQ;KMT2D;NFAT5;WBP2;DOT1L;GLIS3;PIK3R1;PPP3R1;UBC;LEO1;HIVEP1;STAT6;RREB1;ESRRA;ZNF143;TCF7L2;JUN;STAT1;CNBP;SS18L1;STAT3;SUPT5H;TRERF1;DRAP1;FOSL1;CDK9;MLLT10;BCL9;KLF6;PSMC3;NFIA;NFIC;AGO2;MAFF;TCF4;ZNF335;NFE2L2,GO_Biological_Process_2021
regulation of autophagy (GO:0010506),24/231,3.624896469844133e-05,0.0106179259095851,0,0,2.7242785051092797,27.856019426419397,SH3GLB1;STAT3;PRKAG1;KEAP1;PRKAG2;VPS26A;FOXK1;HMGB1;PIK3CB;GPR137B;RASIP1;RRAGA;RHEB;PSAP;ZKSCAN3;UBQLN1;ULK1;ATP6V0D1;ATP6V0E2;DNM1L;ATP6V1E2;GAPDH;SNX5;ATP6V0A1,GO_Biological_Process_2021
interleukin-35-mediated signaling pathway (GO:0070757),5/11,4.5856559579992304e-05,0.011412753782067,0,0,19.33313155770783,193.137835462312,STAT1;CANX;STAT3;STAT4;IL12A,GO_Biological_Process_2021
proteasomal protein catabolic process (GO:0010498),22/205,4.6378838290951536e-05,0.011412753782067,0,0,2.821347274851905,28.15328572037927,VCP;SMURF2;ZFAND2A;RHBDD1;DNAJB12;WWP2;PPP2R5C;RAD23B;PSMA7;PSMB5;PSMB2;PSMC3;TBL1XR1;HECW2;TRIM2;PSME4;ENC1;SPOPL;RBCK1;RFFL;UBE2K;NFE2L2,GO_Biological_Process_2021
"transcription, DNA-templated (GO:0006351)",23/221,5.095252043218664e-05,0.011412753782067,0,0,2.72735398539854,26.958847743892044,IVNS1ABP;GTF2A1;CCNK;TSC22D1;TAF11;GLIS3;BAZ2A;CREBL2;MED4;SUPT5H;GTF2F2;GTF2E1;CDK9;DRAP1;MNT;DEAF1;NFIC;LEO1;EPC1;PAF1;POLR3G;RREB1;TEFM,GO_Biological_Process_2021
regulation of transcription by RNA polymerase II (GO:0006357),128/2206,5.298910046717114e-05,0.011412753782067,0,0,1.4975336006692068,14.743853727739085,CCNK;CRTC2;GABPB2;MAML1;ATN1;PRDM1;CARF;BACH1;BACH2;ZFP36;TBK1;ZSCAN31;CREB3L4;MYC;EPC1;MED1;KDM2A;KDM2B;ZBTB38;ARID5B;MED4;TBL1XR1;ZSCAN21;ATF7;ZNF555;SQSTM1;ZNF554;ATF3;KMT2D;CSF1R;NOP2;GLIS3;PIK3R1;ZBTB5;PPP3R1;DEAF1;UBC;ZKSCAN3;HIVEP1;ZSCAN12;HIVEP2;APOE;RREB1;ESRRA;ZNF143;PLK3;JUN;SMURF2;GADD45A;SS18L1;IRF2BP2;SUPT5H;TRERF1;DRAP1;FOSL1;CDK9;MLLT10;BCL9;HNRNPK;TADA2A;CDK4;MAFG;AGO2;BHLHE40;MAFF;PAF1;TCF4;GTF2IRD1;ZNF655;ZSCAN2;NFE2L2;CREBZF;DDX3X;TCF25;PTEN;CHD4;HMGB1;ZNF367;TEAD1;ZNF487;HTATIP2;ACTR2;BCAS3;ZHX2;TGIF2;RIPK2;ANXA4;TCF12;TFE3;SIRT7;FOS;MED29;TNFRSF1A;RHOQ;MCPH1;NFAT5;KDM3B;WBP2;ZBTB48;DOT1L;FOXK1;ZNF3;CXXC5;AURKB;MNT;CUX1;STAT4;PLAGL2;STAT6;MTA2;TCF7L2;STAT1;CNBP;STAT3;WWP2;ARID3A;KLF6;TFAP4;PSMC3;NFIA;NFIC;DNAJA3;ZNF219;ZNF217;FOSB;HDGF;BCOR;ZNF335,GO_Biological_Process_2021
Fc-epsilon receptor signaling pathway (GO:0038095),15/111,5.523911386688269e-05,0.011412753782067,0,0,3.652152267156863,35.80511382065696,JUN;MAP3K1;SHC1;PIK3R1;PIK3CB;FOS;PSMA7;PPP3R1;PSMB5;TEC;PSMB2;PSMC3;PSME4;GRB2;RAC1,GO_Biological_Process_2021
Fc receptor signaling pathway (GO:0038093),15/112,6.137452353032071e-05,0.011412753782067,0,0,3.614311704063069,35.053458933531594,JUN;MAP3K1;SHC1;PIK3R1;PIK3CB;FOS;PSMA7;PPP3R1;PSMB5;TEC;PSMB2;PSMC3;PSME4;GRB2;RAC1,GO_Biological_Process_2021
cellular response to oxidative stress (GO:0034599),16/125,6.169056098414628e-05,0.011412753782067,0,0,3.432881184217932,33.27622051304645,JUN;TXNRD1;PXN;GSR;KEAP1;PYCR1;GPX7;VRK2;FOS;MMP9;MSRA;PRDX5;PRDX1;HMOX1;STX2;NFE2L2,GO_Biological_Process_2021
positive regulation of Wnt signaling pathway (GO:0030177),18/153,6.796876594426693e-05,0.0119455106147049,0,0,3.1216072160721606,29.956385910312424,MACF1;VCP;DDX3X;WNT5B;SMURF2;PPM1N;TNFAIP3;PSMA7;SFRP4;PSMB5;PSMB2;PSMC3;TBL1XR1;WNK1;PSME4;SPIN1;TMEM9;LGR4,GO_Biological_Process_2021
protein modification by small protein removal (GO:0070646),26/276,9.207919324474187e-05,0.0153963475946572,0,0,2.444193788819876,22.713554493214414,USP35;VCP;USPL1;PTEN;KEAP1;TNFAIP3;NEDD8;FOXK1;PSMA7;CDC20;POLB;SENP7;PSMB5;PSMB2;ATXN7;MYC;OTUD6B;UIMC1;UBC;SMURF2;DESI1;RAD23B;COPS6;PSMC3;PSME4;BIRC3,GO_Biological_Process_2021
DNA metabolic process (GO:0006259),26/277,9.7709284356463e-05,0.0153963475946572,0,0,2.434327287124793,22.4773950234272,VCP;PCNA;MCM7;DOT1L;XPA;HMGB1;BACH1;POLB;UBC;TOPBP1;CTC1;TCF7L2;GADD45A;CNBP;TINF2;CDC7;SIRT7;CHD1L;FANCG;RAD51B;POLA2;TDP1;ERCC1;PSME4;ASF1A;RAN,GO_Biological_Process_2021
modification-dependent protein catabolic process (GO:0019941),21/201,0.0001007442374614843,0.0153963475946572,0,0,2.735041152263374,25.17038011464813,ANAPC16;SMURF2;UBR4;KEAP1;UBE2L6;NEDD8;FBXO10;RC3H2;AURKB;ANAPC11;CDC20;FZR1;RNF215;KCTD21;UBC;ARIH2;PCYOX1L;UBQLN1;RFFL;SQSTM1;UBE2K,GO_Biological_Process_2021
regulation of mRNA stability (GO:0043488),17/146,0.00012189476738283068,0.0178525044729437,0,0,3.082490524350989,27.780491022725798,CELF1;SAMD4B;YWHAZ;RC3H2;PSMA7;TBRG4;FXR1;ZFP36;LARP1;PSMB5;PSMB2;PSMC3;CSDC2;PSME4;UBC;IGF2BP2;VIM,GO_Biological_Process_2021
protein polyubiquitination (GO:0000209),28/314,0.0001298475990898063,0.0182565724320267,0,0,2.302223305959296,20.60293964931869,ANKRD39;TNFAIP3;UBE2L6;PSMA7;ANAPC11;FBXL20;FZR1;PSMB5;HECTD1;PSMB2;UBE2Q1;HECTD2;TRIM2;UBC;ARIH2;RFFL;WSB1;SMURF2;WWP2;FBXO10;RC3H2;PSMC3;HECW2;PSME4;TPP2;RBCK1;UBE2V1;UBE2K,GO_Biological_Process_2021
positive regulation of intracellular protein transport (GO:0090316),17/148,0.000144145268140639,0.0194873314428594,0,0,3.035110752668005,26.84461056759084,SH3GLB1;YWHAE;PLK3;BCAS3;TCF7L2;SAR1A;B3GAT3;PIK3R1;YWHAZ;TM9SF4;PPP3R1;XPO4;RUFY3;ARIH2;YWHAG;RAPGEF3;RAN,GO_Biological_Process_2021
regulation of G2/M transition of mitotic cell cycle (GO:0010389),17/149,0.0001565462165324113,0.0201292429614316,0,0,3.0119592733229097,26.391266892530695,YWHAE;DYNC1H1;TUBB;NDE1;CDC7;DBF4B;CDC25C;TUBA4A;PSMA7;RAD51B;PSMB5;PSMB2;PSMC3;CDK4;PSME4;YWHAG;CLASP1,GO_Biological_Process_2021
vacuolar acidification (GO:0007035),6/21,0.0001603467433627557,0.0201292429614316,0,0,9.286787878787878,81.14954926989428,DMXL1;TMEM9;ATP6V0D1;ATP6V0E2;CLN6;ATP6V0A1,GO_Biological_Process_2021
proteasomal ubiquitin-independent protein catabolic process (GO:0010499),6/22,0.00021276822551773893,0.0257889762998224,0,0,8.70590909090909,73.61113519053045,PSMB5;PSMB2;ENC1;PSME4;PSMA7;NFE2L2,GO_Biological_Process_2021
cellular response to arsenic-containing substance (GO:0071243),5/15,0.0002593759414961882,0.0303902144786367,0,0,11.597457627118644,95.76289866779824,VCP;DDX3X;GSTO2;GSTO1;ATF3,GO_Biological_Process_2021
cellular response to chemical stress (GO:0062197),13/101,0.00027891882729204906,0.0316257960623081,0,0,3.4459463214047568,28.203656975955365,DDX3X;TXNRD1;GSR;KEAP1;PYCR1;GPX7;VRK2;SERPINB6;MSRA;PRDX5;PRDX1;STX2;NFE2L2,GO_Biological_Process_2021
regulation of mitotic cell cycle phase transition (GO:1901990),19/188,0.0003247491268695879,0.0356716619045813,0,0,2.6306584662022328,21.130652566280997,YWHAE;DYNC1H1;ANAPC16;TUBB;NDE1;TUBA4A;PSMA7;ANAPC11;CDC20;FZR1;PSMB5;TFAP4;PSMB2;PSMC3;HECW2;PSME4;UBC;YWHAG;CLASP1,GO_Biological_Process_2021
negative regulation of translation (GO:0017148),12/90,0.00034075897749664296,0.0362389825387848,0,0,3.5861745092514323,28.633219157587,FXR1;DDX3X;LARP1;CELF1;NANOS3;ENC1;PCIF1;AGO2;SAMD4B;IGF2BP2;GAPDH;TOB1,GO_Biological_Process_2021
protein ubiquitination (GO:0016567),39/525,0.0003505335437606502,0.0362389825387848,0,0,1.892996321237062,15.060781244082854,CUL9;VCP;PCNA;ANAPC16;KEAP1;UBE2L6;NEDD8;PSMA7;ANAPC11;FBXL20;PSMB5;PSMB2;HECTD2;UBE2Q1;TRIM2;ENC1;UBC;LEO1;ARIH2;TRIM47;WSB1;SMURF2;KLHL21;WWP2;FBXO10;RC3H2;TRAIP;RRAGA;PSMC3;GAN;HECW2;PSME4;TRIM35;TPP2;PAF1;RBCK1;UBE2V1;UBE2K;NFE2L2,GO_Biological_Process_2021
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),32/404,0.0003897883749025611,0.0387165475327001,0,0,2.02371243624423,15.885953598790245,BCAR3;CSF1R;CSF1;SHC1;PXN;PIK3CB;PIK3R1;EFNA5;NCSTN;GRB10;PTK2B;RAC1;ANKS1A;ATP6V0E2;ATP6V1E2;MPZL1;ATP6V0A1;PDGFRB;ACTR2;ANGPT1;GDF15;STAT3;AP2B1;GTF2F2;MMP9;DNM1;FIBP;COL4A2;HNRNPF;GRB2;ATP6V0D1;RHOQ,GO_Biological_Process_2021
intracellular protein transport (GO:0006886),28/336,0.000396527940590955,0.0387165475327001,0,0,2.135288124080154,16.725208057460925,RTN2;SAR1A;STXBP3;STX17;CLTC;AP4E1;VPS26A;LTBP2;PHB2;AP4M1;XPO4;FAM53C;STX6;STX2;TBC1D22B;RABGAP1L;SEC13;DESI1;SYNRG;STAT3;AP3D1;XPO7;NUTF2;COPZ1;EHD1;ARL4A;RABL3;RAN,GO_Biological_Process_2021
regulation of cholesterol biosynthetic process (GO:0045540),5/17,0.0004986864021913337,0.046032925487086,0,0,9.663539144471349,73.47703986693901,SEC14L2;LPCAT3;APOE;ABCG1;RAN,GO_Biological_Process_2021
intracellular pH reduction (GO:0051452),7/35,0.0005058910974534029,0.046032925487086,0,0,5.807342233009709,44.0730185737131,DMXL1;TMEM9;CLCN3;ATP6V0E2;ATP6V0D1;ATP6V1E2;ATP6V0A1,GO_Biological_Process_2021
negative regulation of cellular protein metabolic process (GO:0032269),12/94,0.0005107493866276972,0.046032925487086,0,0,3.4105244349146786,25.85051852431689,FXR1;DDX3X;LARP1;NANOS3;ENC1;PCIF1;SAMD4B;APOE;IGF2BP2;CLN8;GAPDH;TOB1,GO_Biological_Process_2021
regulation of mRNA catabolic process (GO:0061013),14/122,0.0005468915902565613,0.0480580984937953,0,0,3.0243211387642237,22.7164622904293,SAMD4B;YWHAZ;RC3H2;PSMA7;FXR1;ZFP36;PSMB5;PSMB2;PSMC3;CSDC2;PSME4;UBC;IGF2BP2;VIM,GO_Biological_Process_2021
positive regulation of mitotic cell cycle phase transition (GO:1901992),9/58,0.0006044557171971322,0.0512772780106388,0,0,4.272307463131238,31.66284879233884,RAD51B;DDX3X;ESPL1;CDK4;CDC7;DBF4B;CDC25C;PHB2;ANAPC11,GO_Biological_Process_2021
regulation of cellular macromolecule biosynthetic process (GO:2000112),35/468,0.0006127014726733513,0.0512772780106388,0,0,1.902584516114057,14.074621496854506,KMT2D;NAB2;BAZ2A;CREBL2;SMC3;BACH1;PPP2CA;POFUT1;SPIN1;APBB2;RREB1;METTL18;ESRRA;ZNF143;TGIF2;ASCC1;ZBTB38;CNBP;NANOS3;STAT3;PCIF1;FOXN2;DNM2;DRAP1;NFIA;ZSCAN21;ZNF219;ZNF516;BHLHE40;RABL3;ZNF217;ATF7;GTF2IRD1;UBE2V1;PFDN5,GO_Biological_Process_2021
positive regulation of mononuclear cell proliferation (GO:0032946),3/5,0.0006711585311750865,0.0543114755488884,0,0,34.72282608695652,253.70250894054095,CSF1;IL12A;ZNF335,GO_Biological_Process_2021
selective autophagy (GO:0061912),9/59,0.0006873858038919637,0.0543114755488884,0,0,4.186642335766424,30.48970362787985,DYNC1H1;UBC;UBQLN1;ATG2A;ULK1;UBE2V1;VIM;PHB2;SQSTM1,GO_Biological_Process_2021
anaphase-promoting complex-dependent catabolic process (GO:0031145),11/84,0.0006953104977809331,0.0543114755488884,0,0,3.509121282993652,25.51535442025721,CDC20;FZR1;PSMB5;ANAPC16;PSMB2;PSMC3;PSME4;UBC;AURKB;PSMA7;ANAPC11,GO_Biological_Process_2021
DNA repair (GO:0006281),25/298,0.0007206436848829687,0.0550665772252964,0,0,2.146901898762941,15.53362044235518,MDC1;VCP;PCNA;DOT1L;XPA;BACH1;POLB;UIMC1;UBC;TOPBP1;PMS1;MGME1;GADD45A;ASCC1;CHD1L;MLH1;RAD23B;FANCG;TRAIP;RAD51B;TDP1;ERCC1;PSME4;UBE2V1;ASF1A,GO_Biological_Process_2021
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),39/547,0.0007742095525435461,0.0579009910040545,0,0,1.8088836196611784,12.958241668060468,CREBZF;DDX3X;SHC1;LOXL3;FOXK1;PHB2;TOB1;CIART;FXR1;MBTD1;LARP1;CCDC85B;DEAF1;ENC1;UIMC1;ZKSCAN3;EPC1;IGF2BP2;TCF7L2;JUN;ZHX2;SMURF2;ZBTB38;NANOS3;PCIF1;SAMD4B;ARID5B;WWP2;TRERF1;GCLC;TFAP4;ZNF219;BHLHE40;ZNF217;BCOR;ZP3;GAPDH;PFDN5;LIMS1,GO_Biological_Process_2021
insulin receptor signaling pathway (GO:0008286),10/73,0.0008428182000780579,0.0617188744432161,0,0,3.693907932641185,26.148285063154805,BCAR3;SHC1;GRB10;GRB2;PIK3R1;ATP6V0D1;ATP6V0E2;ATP6V1E2;RHOQ;ATP6V0A1,GO_Biological_Process_2021
plasma membrane bounded cell projection organization (GO:0120036),14/128,0.000884980500760609,0.0634838053096641,0,0,2.864244454465417,20.13548082745919,CSF1R;CDNF;HMGB1;CAMSAP1;EHD1;BLOC1S5;SLC9A3R1;LIMA1;VAPA;RAB35;ULK1;TBC1D23;APOE;RAC1,GO_Biological_Process_2021
transcription by RNA polymerase II (GO:0006366),26/320,0.0009142519737687648,0.0642719137559441,0,0,2.0735623441923354,14.509554150748716,GTF2A1;CCNK;MAML1;GLIS3;GTF2E1;MNT;SCAF8;DEAF1;LEO1;RREB1;TEAD1;GTF2I;ESRRA;MED1;ZNF143;TSC22D1;TAF11;MED4;SUPT5H;GTF2F2;CDK9;DRAP1;TBL1XR1;NFIC;INTS4;PAF1,GO_Biological_Process_2021
DNA-dependent DNA replication (GO:0006261),14/129,0.0009556528326338472,0.0658650922883916,0,0,2.839188973444734,19.741209871275228,MGME1;MCM7;CDC7;SIRT7;PSMA7;POLB;POLA2;PSMB5;PSMB2;PSMC3;PSME4;UBC;TOPBP1;TEFM,GO_Biological_Process_2021
amino acid transport (GO:0006865),8/50,0.000979696722247266,0.0659890619755386,0,0,4.426777758491003,30.66990047958265,SLC36A1;SLC7A7;SLC43A1;SLC38A6;SLC3A2;SLC16A10;SLC25A45;SLC25A44,GO_Biological_Process_2021
positive regulation of intracellular transport (GO:0032388),7/39,0.0010017134906516,0.0659890619755386,0,0,5.080362560679611,35.085203593514336,EHD1;BCAS3;DYNC1H1;PLK3;TBC1D20;B3GAT3;RUFY3,GO_Biological_Process_2021
positive regulation of canonical Wnt signaling pathway (GO:0090263),14/130,0.0010310140277946,0.0659890619755386,0,0,2.814565483476132,19.356364835053206,VCP;DDX3X;SMURF2;PPM1N;PSMA7;SFRP4;PSMB5;PSMB2;PSMC3;TBL1XR1;WNK1;PSME4;TMEM9;LGR4,GO_Biological_Process_2021
aggrephagy (GO:0035973),6/29,0.0010567524828887,0.0659890619755386,0,0,6.054071146245059,41.48585410487593,DYNC1H1;UBC;UBQLN1;UBE2V1;VIM;SQSTM1,GO_Biological_Process_2021
beta-catenin-TCF complex assembly (GO:1904837),6/29,0.0010567524828887,0.0659890619755386,0,0,6.054071146245059,41.48585410487593,KMT2D;TCF7L2;BCL9;PYGO2;MYC;LEO1,GO_Biological_Process_2021
"regulation of transcription, DNA-templated (GO:0006355)",122/2244,0.0010817153734022,0.0659890619755386,0,0,1.3823441440267783,9.440314566292551,CCNK;NAB2;LOXL3;PRDM1;CARF;BACH1;PHB2;BACH2;ZSCAN31;POFUT1;CREB3L4;MYC;EPC1;MED1;KDM2A;KDM2B;ZBTB38;ARID5B;MED4;TBL1XR1;ZSCAN21;ATF7;UBE2V1;ZNF555;ZNF554;ATF3;KMT2D;SHC1;NOP2;GLIS3;BAZ2A;CREBL2;ZBTB5;MBTD1;SEC14L2;DEAF1;ZKSCAN3;HIVEP1;ZSCAN12;HIVEP2;APOE;RREB1;SNX5;ESRRA;ZNF143;JUN;SMURF2;SS18L1;IRF2BP2;FOXN2;SUPT5H;TRERF1;MLLT11;DRAP1;FOSL1;GCLC;HNRNPK;TADA2A;MAFG;BHLHE40;MAFF;TCF4;GTF2IRD1;ZNF655;ZSCAN2;NFE2L2;CREBZF;CHD4;HMGB1;UIMC1;SPIN1;ZNF367;TEAD1;ZNF487;HTATIP2;ZHX2;TGIF2;ANXA4;TCF12;TFE3;FOS;MED29;DNM2;ZNF516;MAPRE3;ZP3;PFDN5;NFAT5;PCNA;KDM3B;WBP2;ZBTB48;FOXK1;ZNF3;CIART;PPP2CA;MNT;CUX1;CCDC85B;STAT4;PLAGL2;STAT6;APBB2;MAP3K2;TCF7L2;STAT1;ASCC1;CNBP;STAT3;WWP2;ARID3A;KLF6;TFAP4;NFIA;NFIC;ZNF219;ZNF217;POLR3G;FOSB;HDGF;BCOR;LIMS1,GO_Biological_Process_2021
cellular response to reactive oxygen species (GO:0034614),9/63,0.0011170345396879,0.0659890619755386,0,0,3.875709651257096,26.34350017529836,OSER1;PRDX5;JUN;PXN;TNFAIP3;FOS;MMP9;ANKZF1;NFE2L2,GO_Biological_Process_2021
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),5/20,0.0011264135756848,0.0659890619755386,0,0,7.729620661824051,52.47420348301058,RAD51B;CDK4;CDC7;DBF4B;CDC25C,GO_Biological_Process_2021
purine ribonucleoside monophosphate metabolic process (GO:0009167),5/20,0.0011264135756848,0.0659890619755386,0,0,7.729620661824051,52.47420348301058,GMPR2;PPAT;NT5C2;PAICS;PFAS,GO_Biological_Process_2021
regulation of membrane tubulation (GO:1903525),3/6,0.001300812772948,0.0749566704411845,0,0,23.147342995169083,153.80867772271557,SH3GLB1;ASAP1;DNM2,GO_Biological_Process_2021
regulation of cholesterol metabolic process (GO:0090181),5/21,0.0014283108145451,0.0808879268087799,0,0,7.246141041162228,47.47137411249575,SEC14L2;LPCAT3;APOE;FMO5;RAN,GO_Biological_Process_2021
