Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Kaposi sarcoma-associated herpesvirus infection,94/193,1.8896667144400377e-15,3.4050854195524794e-14,0,0,3.2729223079470047,110.95984245064568,GSK3B;CDKN1A;TRADD;FGF2;PIK3CG;ICAM1;IKBKB;PREX1;PPP3CA;PPP3CB;ZFP36;TBK1;PPP3CC;CASP8;MYC;AKT1;EP300;IKBKG;RAC1;CCR5;JAK2;HRAS;JAK1;IFNAR2;ATG3;GABARAPL2;GABARAPL1;MAP2K1;MAP2K2;SYK;CHUK;TRAF2;FOS;ATG14;TICAM1;HLA-G;HLA-E;TNFRSF1A;HCK;CREB1;IRF3;TRAF3;PIK3C3;IL6ST;RAF1;TP53;IRF9;IFNAR1;SRC;TCF7;PIK3R1;PTGS2;HIF1A;GABARAP;RELA;C3;GNG10;PPP3R1;GNG2;UBB;UBC;E2F1;MAPK1;E2F3;FADD;PLCG1;BID;RPS27A;MAP2K6;LYN;CREBBP;JUN;TCF7L1;STAT2;STAT3;NFATC1;GNG12;MAPK14;GNG11;NFKB1;MTOR;VEGFA;NFKBIA;MAPK10;RCAN1;CLEC2B;GNB2;GNB1;CTNNB1;CYCS;BAX;KRAS;GNB5;CALM1,KEGG_2021_Human
Cell cycle,69/124,2.0285179327596244e-15,3.4050854195524794e-14,0,0,4.312622541557571,145.90236423682103,YWHAE;GSK3B;CDKN1A;MCM7;YWHAB;BUB1B;CDC14B;CDC20;CCND3;PTTG1;YWHAQ;MYC;CDC27;CHEK1;EP300;YWHAG;SKP1;CDC25C;YWHAZ;CDC25A;CDC25B;RBX1;CCNA2;RBL2;TFDP1;ESPL1;ANAPC4;MCM5;TP53;ANAPC2;MCM2;HDAC2;PCNA;PRKDC;HDAC1;CUL1;TTK;PKMYT1;ANAPC10;ANAPC11;CCNB2;ORC4;CCNB1;FZR1;ORC1;RAD21;ORC2;E2F1;SFN;E2F3;BUB1;SMAD2;CDKN2D;ZBTB17;CREBBP;SMAD4;TGFB2;SMAD3;TGFB1;TGFB3;CDKN2A;PLK1;MAD2L2;CDK7;WEE1;CDC16;CDK2;MDM2;ATM,KEGG_2021_Human
Hepatitis B,83/162,2.047361486439782e-15,3.4050854195524794e-14,0,0,3.617330290444668,122.34615721221246,ATF2;CDKN1A;YWHAB;ELK1;IFIH1;IKBKB;TBK1;CASP8;YWHAQ;MYC;AKT1;EP300;IKBKG;JAK2;MAP3K7;HRAS;JAK1;MAP2K1;MAP2K2;APAF1;CHUK;PRKCA;FOS;IRAK4;TICAM1;HSPG2;MMP9;YWHAZ;TGFBR1;TGFBR2;CCNA2;DDB1;CREB1;IRF3;TRAF3;TRAF6;BIRC5;RAF1;SOS1;TP53;SOS2;IFNAR1;TLR2;PCNA;ATF6B;SRC;PIK3R1;RELA;IRAK1;E2F1;MAPK1;PTK2B;E2F3;STAT6;FADD;BID;MAP2K6;STAT5A;CREBBP;JUN;SMAD4;TGFB2;SMAD3;TGFB1;MAP3K1;TGFB3;BAD;STAT2;STAT3;NFATC1;MAPK14;NFKB1;NFKBIA;MAPK10;MAVS;CDK2;CYCS;BAX;GRB2;TAB2;KRAS;TAB1;MYD88,KEGG_2021_Human
Amyotrophic lateral sclerosis,147/364,2.394404018997597e-14,3.7831583500162043e-13,0,0,2.3450315544121203,73.54735818087264,NDUFA13;NUP107;NDUFA11;COX6A1;ACTB;ACTG1;PSMD9;TUBB6;TBK1;PSMD4;TUBB3;PSMD2;PSMD3;MAP3K5;NUP214;GABARAPL2;GABARAPL1;ANXA11;SDHC;SDHD;ATG14;SDHA;SDHB;NUP93;ERN1;COX7A2L;DDIT3;ULK1;VDAC1;NUP98;PFN1;ATF6;TP53;SQSTM1;GRIA1;GRIA2;POM121;VCP;SEH1L;NDUFB10;NDUFB11;PIK3R4;KLC1;GABARAP;GRIN2A;PPP3R1;KLC2;NRBF2;CYC1;NDUFV2;MAP2K6;XBP1;HSPA5;GRIN2B;EIF2S1;GRIN2D;SETX;ATG2A;CYCS;RAB5A;MCU;BCL2L1;NXT1;PPP3CA;ACTR1A;PPP3CB;TUBA1B;PPP3CC;RB1CC1;NUP62;CASP1;ANXA7;NEFL;UQCRFS1;NEFM;RAC1;NEFH;SPG11;RAB8A;COX8A;SEC13;GPX1;APAF1;NCBP1;SIGMAR1;GPX8;TRAF2;WIPI2;TNFRSF1A;TUBB2B;TUBB2A;NDUFS8;ALS2;NDUFS7;NDUFS6;NDUFS5;CAT;NDUFS4;NDUFS3;NDUFS2;NUP54;PIK3C3;SMCR8;NUP58;PRKN;DCTN6;NDUFB9;RAB1A;DNAH1;TOMM40;NDUFB7;DCTN2;DCTN1;DCTN3;NDUFA4L2;UQCR10;AMBRA1;COX5B;COX5A;PSMA7;HDAC6;NXF1;ATP5F1B;NXF3;PSMB2;ERBB4;BID;UBQLN4;UBQLN2;RANBP2;NDUFA9;NDUFA7;NDUFA6;NDUFA5;BAD;NDUFA3;ADRM1;TUBB4B;MAPK14;ATP5F1D;MTOR;UQCRHL;FIG4;PSMC4;HNRNPA2B1;NDUFAB1;BAX,KEGG_2021_Human
Alzheimer disease,148/369,3.801009536178093e-14,5.719614349677512e-13,0,0,2.3181694775812423,71.63358024383523,APP;NDUFA13;NDUFA11;IRS2;COX6A1;PSMD9;FRAT1;TUBB6;PSMD4;TUBB3;PSMD2;PSMD3;CAPN2;AKT1;CAPN1;MAP3K5;MAP2K1;MAP2K2;CSNK2A2;WNT5A;ADAM10;SDHC;CSNK1E;SDHD;ATG14;SDHA;SDHB;ERN1;COX7A2L;ADAM17;DDIT3;CSNK2B;PPIF;ULK1;VDAC1;RAF1;ATF6;NDUFB10;NDUFB11;PIK3R4;PIK3R1;KLC1;AGER;RTN4;APH1A;GRIN2A;NCSTN;PPP3R1;KLC2;DVL1;DVL2;DVL3;APOE;FADD;NRBF2;CACNA1S;CYC1;NDUFV2;WNT1;FZD1;XBP1;WNT3A;FZD7;INSR;GRIN2B;EIF2S1;NFKB1;GRIN2D;CDK5;GNAQ;ATG2A;CYCS;CALM1;MCU;GSK3B;IDE;IKBKB;PPP3CA;PPP3CB;TUBA1B;GRM5;PPP3CC;CASP8;RB1CC1;UQCRFS1;HRAS;APC2;COX8A;PSENEN;APAF1;CHUK;AXIN1;TRAF2;WIPI2;TNFRSF1A;PLCB3;TUBB2B;TUBB2A;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;PIK3C3;MAPT;PLCB1;SLC25A4;SLC25A6;NDUFB9;NDUFB7;LRP1;NDUFA4L2;UQCR10;AMBRA1;COX5B;PTGS2;COX5A;HSD17B10;PSMA7;RELA;INS;LRP6;ATP5F1B;PSMB2;MAPK1;APBB1;BID;NDUFA9;NDUFA7;NDUFA6;NDUFA5;CSNK1A1;BAD;WNT7B;NDUFA3;ADRM1;WNT7A;TUBB4B;ATP5F1D;MTOR;UQCRHL;MAPK10;PSMC4;NDUFAB1;CTNNB1;KRAS,KEGG_2021_Human
FoxO signaling pathway,69/131,8.001147708457805e-14,1.1492557617603029e-12,0,0,3.82397424540328,115.31808584661744,CDKN1A;FBXO25;PRKAG1;PTEN;PRKAG2;IRS2;SLC2A4;IGF1R;IKBKB;STK11;TNFSF10;AKT1;EP300;HOMER3;HRAS;GABARAPL2;GABARAPL1;MAP2K1;PRKAB2;USP7;MAP2K2;CHUK;CSNK1E;PRKAB1;SIRT1;ATG12;TGFBR1;TGFBR2;RBL2;CAT;RAF1;SOS1;SOS2;PRKAA2;PIK3R1;FOXO3;STK4;FOXO1;GABARAP;EGFR;INS;CCNB2;CCNB1;MAPK1;PLK4;CDKN2D;PLK3;CREBBP;SMAD4;TGFB2;SMAD3;TGFB1;HOMER1;HOMER2;TGFB3;INSR;BNIP3;PLK1;STAT3;IGF1;MAPK14;KLF2;MAPK10;G6PC3;CDK2;MDM2;ATM;GRB2;KRAS,KEGG_2021_Human
Endocytosis,110/252,1.1081870724283643e-13,1.522552673423318e-12,0,0,2.6723432075100444,79.71835167168372,VPS29;WASHC5;TFRC;ZFYVE9;CBLB;IGF1R;WASHC2A;VPS35;VPS36;AP2M1;SH3GL1;SH3GLB1;PDGFRA;PRKCI;HLA-G;HLA-E;ACAP3;BIN1;HGS;RAB35;CHMP4B;STAM2;VPS28;RAB5C;TSG101;AGAP1;VPS26B;PLD1;PRKCZ;SNX3;SNX1;GRK5;GRK4;GRK6;PIP5K1C;RAB11FIP5;SNX6;SMAD2;HSPA8;SMAD3;SMURF1;CAV1;HSPA6;EHD1;EHD2;EHD3;EHD4;ARPC2;MDM2;FGFR3;RAB5A;FGFR2;ARF1;ARPC1B;CLTC;SNX12;CLTA;AP2A1;ARRB1;WASL;ARRB2;CAPZB;CHMP1A;CCR5;HRAS;GIT1;RAB8A;PSD;ACTR3;ACTR2;PDCD6IP;VPS37D;VPS37B;RBSN;RHOA;ARFGAP1;DNM1;EPN1;TGFBR1;DNM2;TGFBR2;DNM3;RABEP1;TRAF6;CHMP3;CHMP6;ARF6;RAB7A;SRC;CXCR4;PARD6G;CBL;IL2RG;EGFR;CDC42;CYTH3;MVB12A;CYTH1;ARFGEF1;GBF1;AP2B1;RAB11A;RAB11B;CAPZA1;NEDD4;IL2RB;VPS45;SMAP2;SMAP1;HSPA1A,KEGG_2021_Human
Fluid shear stress and atherosclerosis,71/139,2.6041775884500233e-13,3.4288338247925298e-12,0,0,3.5878279835499085,103.9626591345734,BMPR2;NCF2;ITGB3;KEAP1;PLAT;ACTB;ACTG1;ICAM1;IKBKB;CDH5;SUMO1;CTSL;SUMO2;KDR;RAC2;AKT1;RAC3;ITGAV;IKBKG;RAC1;MAP3K7;MAP3K5;ACVR1;MEF2A;MEF2C;EDN1;HSP90AA1;CHUK;DUSP1;CYBA;FOS;MMP9;RHOA;TNFRSF1A;ARHGEF2;SQSTM1;TP53;PRKAA2;SDC4;SRC;SDC2;GSTP1;PDGFA;PIK3R1;TXN;PRKCZ;RELA;HSP90B1;GPC1;MAP2K5;MAP2K6;GSTM2;JUN;GSTM1;NOS3;CAV1;MAPK14;SELE;ACVR2B;NFKB1;PTK2;ACVR2A;ASS1;KLF2;VEGFA;MAPK10;SDC1;CTNNB1;BMPR1B;CALM1;NFE2L2,KEGG_2021_Human
Prostate cancer,55/97,4.893998167254771e-13,6.1860136834100304e-12,0,0,4.491378122582218,127.31079252337906,GSK3B;CDKN1A;PTEN;PLAT;IGF1R;IKBKB;PLAU;AKT1;EP300;IKBKG;HRAS;NKX3-1;PDGFRB;PDGFRA;MAP2K1;HSP90AA1;MAP2K2;CHUK;MMP9;AR;CREB1;ZEB1;ERG;RAF1;SOS1;TP53;SOS2;GSTP1;TCF7;PDGFA;PIK3R1;FOXO1;EGFR;RELA;HSP90B1;INS;PDGFD;ERBB2;E2F1;MAPK1;E2F3;CREBBP;TCF7L1;BAD;IGF1;NFKB1;MTOR;NFKBIA;CDK2;MDM2;CTNNB1;GRB2;KRAS;FGFR2;FGFR1,KEGG_2021_Human
Pathogenic Escherichia coli infection,90/197,8.259152429568719e-13,1.0038046799014288e-11,0,0,2.895246600671689,80.55237386324285,ITGB1;CYFIP1;NCKAP1;ARF1;ARPC1B;TRADD;BRK1;WASL;ACTB;ACTG1;IKBKB;PYCARD;TUBA1B;TUBB6;CASP8;TUBB3;CLDN23;TNFSF10;CASP1;NCK2;IKBKG;RAC1;MAP3K7;NCK1;ACTR3;ARHGEF11;ACTR2;ARHGEF12;CHUK;F2R;TRAF2;FOS;IRAK4;F2;RHOA;TNFRSF1A;CLDN11;CLDN4;TUBB2B;TUBB2A;CTTN;TRAF6;MYH9;ARHGEF1;ARHGEF2;EZR;ARF6;RAB1A;TMED10;ROCK1;ROCK2;SRC;RELA;CDC42;CYTH3;SLC9A3R1;PAK1;IRAK1;MYO6;NLRP3;MAPK1;MYH11;RIPK1;FYN;FADD;WASF1;MYH10;CYTH1;WASF3;JUN;SEC24A;MYO10;MYO5A;TNFRSF10B;PTPN11;TUBB4B;MAPK14;NFKB1;TJP1;NFKBIA;MAPK10;MYO1D;ARPC2;ABI1;CYCS;BAX;TAB2;TAB1;MYD88;NFKBIB,KEGG_2021_Human
Adherens junction,44/71,1.5050573376961625e-12,1.7614745137481014e-11,0,0,5.581047299519769,151.9283306580058,SRC;CTNND1;TCF7;PTPRJ;WASL;ACTB;PTPRF;EGFR;ACTG1;IGF1R;CDC42;CDH1;ERBB2;RAC2;EP300;RAC3;MAPK1;FYN;RAC1;WASF1;MAP3K7;WASF3;FARP2;PTPN1;CREBBP;SMAD4;TCF7L1;SMAD3;YES1;INSR;CSNK2A2;ACTN4;SORBS1;RHOA;TGFBR1;TGFBR2;TJP1;AFDN;CSNK2B;SNAI1;CTNNB1;MET;VCL;FGFR1,KEGG_2021_Human
Non-alcoholic fatty liver disease,75/155,1.9390033304729242e-12,2.1883037586765865e-11,0,0,3.221830985915493,86.88906699004102,GSK3B;NDUFA13;NDUFA11;PRKAG1;PRKAG2;IRS2;COX6A1;IKBKB;CASP8;LEPR;AKT1;UQCRFS1;RAC1;IL6R;MAP3K5;COX8A;PRKAB2;SDHC;TRAF2;SDHD;FOS;SDHA;PRKAB1;SDHB;TNFRSF1A;ERN1;COX7A2L;NDUFS8;NDUFS7;NDUFS6;DDIT3;NDUFS5;NDUFS4;NDUFS3;NDUFS2;PPARG;PPARA;CEBPA;NDUFB9;NDUFB7;PRKAA2;NDUFB10;NDUFB11;NDUFA4L2;PIK3R1;UQCR10;COX5B;COX5A;RELA;INS;CDC42;SOCS3;RXRA;CYC1;NDUFV2;BID;MLXIP;NDUFA9;JUN;XBP1;NDUFA7;TGFB1;NDUFA6;NDUFA5;INSR;NDUFA3;MAPK14;EIF2S1;NFKB1;UQCRHL;MAPK10;LEP;NDUFAB1;CYCS;BAX,KEGG_2021_Human
Axon guidance,84/182,2.402630904088036e-12,2.6180391920407564e-11,0,0,2.94815668202765,78.87633049736284,SEMA5A;ITGB1;GSK3B;NRP1;BMPR2;LRRC4;ILK;ROBO1;PPP3CA;PPP3CB;SHH;PPP3CC;DPYSL5;DPYSL2;CFL1;NCK2;RAC2;RAC3;RAC1;HRAS;NEO1;EPHB4;NCK1;EPHA5;ARHGEF12;TRPC6;TRPC3;UNC5B;DCC;TRPC1;WNT5A;PRKCA;RHOA;ENAH;SMO;RAF1;MET;EPHA3;EPHA2;CAMK2D;ROCK1;ROCK2;SEMA3D;SRC;CAMK2A;NTN4;CXCR4;PARD6G;PIK3R1;SEMA3F;EFNA5;PRKCZ;NTN1;MYL12A;GNAI1;MYL12B;GNAI2;CDC42;PPP3R1;PAK1;PLXNA2;PLXNA1;MAPK1;FYN;SLIT3;PLCG1;SLIT2;SRGAP1;PAK4;SEMA4D;RYK;PTCH1;LIMK2;LIMK1;SEMA4C;PTPN11;L1CAM;PTK2;SSH1;CDK5;PLXNB3;PLXNB2;KRAS;BMPR1B,KEGG_2021_Human
Rap1 signaling pathway,93/210,3.1813818591066072e-12,3.3510555582589587e-11,0,0,2.736107513885292,72.4349044476482,ITGB1;ITGAM;ITGB3;CTNND1;ITGAL;FGF2;ACTB;ACTG1;IGF1R;FGF5;SIPA1L1;FGF9;CDH1;RASSF5;KDR;RAC2;AKT1;RAC3;RAC1;HRAS;PDGFRB;PDGFRA;PRKCI;MAP2K1;MAP2K2;F2R;MAGI2;PRKCA;RHOA;VAV2;ENAH;PLCB3;ADCY9;KIT;PRKD2;LCP2;PRKD1;TLN2;PFN1;PLCB1;RAPGEF5;RAF1;CRK;MET;SKAP1;EPHA2;CSF1R;RALA;SRC;PDGFA;PARD6G;PIK3R1;EFNA5;PRKCZ;EGFR;GNAI1;GNAI2;INS;RAP1B;CDC42;GRIN2A;RAP1A;PDGFD;P2RY1;KRIT1;MAPK1;PLCG1;DRD2;RALGDS;FGF22;MAP2K6;FARP2;NGFR;FYB1;INSR;IGF1;MAPK14;GRIN2B;VEGFA;AFDN;KITLG;GNAQ;ID1;GNAS;CTNNB1;KRAS;TEK;CALM1;FGFR3;FGFR2;BCAR1;FGF10;FGFR1,KEGG_2021_Human
Cellular senescence,74/156,9.244688980770968e-12,9.339378586824944e-11,0,0,3.100243139221736,78.76779030134873,CDKN1A;SERPINE1;PTEN;FOXM1;PPP1CB;PPP1CC;PPP3CA;CCND3;PPP3CB;PPP3CC;MYC;RASSF5;CHEK1;CAPN2;AKT1;MYBL2;CAPN1;BTRC;HRAS;LIN52;MAP2K1;MAP2K2;TSC2;RRAS2;TSC1;HLA-G;SIRT1;CDC25A;TGFBR1;HLA-E;TGFBR2;CCNA2;RBL2;VDAC1;RAF1;SQSTM1;TP53;SLC25A4;SLC25A6;GATA4;PIK3R1;LIN9;FOXO3;FOXO1;ZFP36L2;RELA;CCNB2;CCNB1;PPP3R1;RBBP4;E2F1;MAPK1;TRPM7;E2F3;MAP2K6;SMAD2;TGFB2;SMAD3;TGFB1;TGFB3;CDKN2A;NFATC1;MAPK14;NFKB1;MTOR;PPP1CA;RHEB;CDK2;MDM2;ATM;KRAS;CALM1;MCU;RAD9A,KEGG_2021_Human
Ras signaling pathway,99/232,9.457598568936653e-12,9.339378586824944e-11,0,0,2.5630174559798014,65.0601544113313,ELK1;FGF2;IGF1R;FGF5;RASSF1;TBK1;FGF9;RASSF5;KDR;AKT1;PRKACA;PRKACB;PDGFRB;PDGFRA;MAP2K1;MAP2K2;PRKCA;RIN1;RAF1;EPHA2;CSF1R;RAB5C;SHC1;PDGFA;PIK3R1;EFNA5;PLD1;STK4;RASGRP1;RAP1B;GNG10;GRIN2A;RAP1A;PDGFD;PLCG1;RALGDS;FGF22;NGFR;BDNF;INSR;IGF2;IGF1;GNG12;GNG11;GRIN2B;NFKB1;AFDN;GNB2;GNB1;REL;NF1;GRB2;GNB5;CALM1;FGFR3;RAB5A;FGFR2;BCL2L1;FGF10;FGFR1;IKBKB;RAC2;RAC3;IKBKG;RAC1;HRAS;CHUK;KSR1;PLA2G4C;RRAS2;PLA2G4A;RHOA;KIT;RAPGEF5;SOS1;MET;SOS2;EXOC2;ARF6;RALA;EGFR;RELA;INS;CDC42;PAK1;GNG2;NTF3;MAPK1;SHOC2;PAK4;NTRK1;NTRK2;BAD;PTPN11;VEGFA;MAPK10;KITLG;KRAS;TEK,KEGG_2021_Human
Huntington disease,121/306,2.428478327949066e-11,2.3254519746421358e-10,0,0,2.255577872880787,55.12896486530389,NDUFA13;NDUFA11;COX6A1;PSMD9;TUBB6;PSMD4;TUBB3;PSMD2;PSMD3;EP300;AP2M1;MAP3K5;SDHC;SDHD;ATG14;SDHA;SDHB;ERN1;COX7A2L;PPIF;TBPL1;ULK1;VDAC1;TP53;STX1A;GRIA1;GRIA2;NDUFB10;NDUFB11;PIK3R4;SLC1A3;KLC1;KLC2;NRBF2;CYC1;NDUFV2;GRIA4;CREBBP;BDNF;GRIN2B;DLG4;GNAQ;ATG2A;CYCS;MAP3K10;RCOR1;CLTC;CLTA;AP2A1;ACTR1A;TUBA1B;GRM5;CASP8;RB1CC1;UQCRFS1;IFT57;COX8A;GPX1;TBP;APAF1;GPX8;TRAF2;WIPI2;PLCB3;TUBB2B;TUBB2A;CREB1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;PPARG;PIK3C3;PLCB1;SLC25A4;SLC25A6;DCTN6;NDUFB9;DNAH1;HDAC2;NDUFB7;DCTN2;DCTN1;HDAC1;DCTN3;NDUFA4L2;HTT;UQCR10;AMBRA1;COX5B;COX5A;PSMA7;ATP5F1B;PSMB2;POLR2A;POLR2E;POLR2F;POLR2G;POLR2I;POLR2J;POLR2L;NDUFA9;POLR2J3;NDUFA7;NDUFA6;NDUFA5;NDUFA3;ADRM1;AP2B1;TUBB4B;ATP5F1D;MTOR;UQCRHL;MAPK10;PSMC4;NDUFAB1;BAX;TAF4,KEGG_2021_Human
Colorectal cancer,48/86,3.172634324859986e-11,2.9486836666345746e-10,0,0,4.326736842105263,104.59399022609472,GSK3B;CDKN1A;RALA;TCF7;PIK3R1;EGFR;MYC;RAC2;AKT1;RAC3;MAPK1;RAC1;HRAS;RALGDS;APC2;SMAD2;MAP2K1;JUN;SMAD4;TCF7L1;TGFB2;MAP2K2;SMAD3;TGFB1;DCC;BAD;TGFB3;AXIN1;FOS;MLH1;RHOA;TGFBR1;MTOR;EREG;TGFBR2;MSH6;MAPK10;RPS6KB2;BIRC5;BAX;CTNNB1;CYCS;GRB2;KRAS;RAF1;SOS1;SOS2;TP53,KEGG_2021_Human
Neurotrophin signaling pathway,60/119,3.607809211397963e-11,3.257336316576447e-10,0,0,3.48794525514366,83.86881317305381,YWHAE;GSK3B;IKBKB;RPS6KA5;ARHGDIA;ARHGDIB;AKT1;RAC1;HRAS;MAP3K5;MAP2K1;MAP2K2;RIPK2;IRAK3;IRAK4;RHOA;TRAF6;RAF1;SOS1;TP53;CRK;SOS2;ZNF274;CAMK2D;SHC1;CAMK2A;PIK3R1;FOXO3;RELA;RAP1B;CDC42;RAP1A;IRAK1;NTF3;MAPK1;PLCG1;MAP2K5;SH2B1;NTRK1;NGFR;MAP3K3;NTRK2;JUN;MAP3K1;BDNF;BAD;KIDINS220;SORT1;NTRK3;PTPN11;MAPK14;NFKB1;NFKBIA;MAPK10;BAX;GRB2;KRAS;CALM1;NFKBIE;NFKBIB,KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer,49/89,3.864081081874924e-11,3.3171124782517505e-10,0,0,4.196421426983775,100.61638850108494,PTEN;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT1;IKBKG;JAK2;HRAS;JAK1;BATF3;MAP2K1;MAP2K2;CHUK;IFNGR2;CSNK2A2;FOS;TICAM1;LCK;TRAF6;CSNK2B;PRKCQ;RAF1;TLR2;PIK3R1;HIF1A;RASGRP1;EGFR;RELA;PPP3R1;MAPK1;PLCG1;MAP2K6;MAP3K3;JUN;STAT3;NFATC1;PTPN11;MAPK14;MTOR;NFKB1;BATF;NFKBIA;CD4;RPS6KB2;KRAS;NFKBIE;MYD88;NFKBIB,KEGG_2021_Human
Chronic myeloid leukemia,44/76,3.9889327270116e-11,3.3171124782517505e-10,0,0,4.707482238010657,112.7202494125413,CDKN1A;HDAC2;CTBP2;CTBP1;HDAC1;SHC1;PIK3R1;CBL;RELA;IKBKB;MYC;E2F1;AKT1;MAPK1;E2F3;IKBKG;HRAS;STAT5A;MAP2K1;SMAD4;TGFB2;MAP2K2;SMAD3;TGFB1;CHUK;BAD;CDKN2A;TGFB3;PTPN11;TGFBR1;NFKB1;RUNX1;TGFBR2;NFKBIA;MDM2;BAX;GRB2;KRAS;RAF1;SOS1;CRK;SOS2;TP53;BCL2L1,KEGG_2021_Human
Pancreatic cancer,44/76,3.9889327270116e-11,3.3171124782517505e-10,0,0,4.707482238010657,112.7202494125413,CDKN1A;RALA;PIK3R1;BRCA2;PLD1;EGFR;RELA;IKBKB;CDC42;ERBB2;RAC2;E2F1;AKT1;RAC3;MAPK1;E2F3;IKBKG;RAC1;RALGDS;JAK1;SMAD2;MAP2K1;SMAD4;TGFB2;SMAD3;TGFB1;CHUK;BAD;CDKN2A;TGFB3;STAT3;TGFBR1;MTOR;NFKB1;TGFBR2;VEGFA;MAPK10;RPS6KB2;BAX;KRAS;RAF1;TP53;ARHGEF6;BCL2L1,KEGG_2021_Human
Hepatitis C,73/157,4.170829653138088e-11,3.3498946930959594e-10,0,0,2.984474594306997,71.32990096749465,YWHAE;SCARB1;GSK3B;CDKN1A;CD81;YWHAB;TRADD;IFIT1;IKBKB;TBK1;CASP8;PPP2R1B;YWHAQ;MYC;CLDN23;AKT1;IKBKG;HRAS;YWHAG;JAK1;IFNAR2;MAP2K1;MAP2K2;RSAD2;APAF1;CHUK;TRAF2;TICAM1;YWHAZ;TNFRSF1A;CLDN11;CLDN4;IRF3;OAS2;TRAF3;TRAF6;RAF1;PPARA;SOS1;TP53;SOS2;IRF9;IFNAR1;PIK3R1;EGFR;RELA;PPP2CA;SOCS3;RXRA;E2F1;MAPK1;RIPK1;E2F3;FADD;BID;BAD;EIF2AK1;STAT2;MX1;STAT3;EIF2AK4;CFLAR;EIF2S1;NFKB1;NFKBIA;MAVS;PPP2R2C;CDK2;CYCS;BAX;CTNNB1;GRB2;KRAS,KEGG_2021_Human
Hippo signaling pathway,75/163,4.2403730292353906e-11,3.3498946930959594e-10,0,0,2.92741296262423,69.91770115847608,YWHAE;GSK3B;PATJ;BMPR2;YWHAB;WWC1;SERPINE1;ACTB;ACTG1;AMOT;GLI2;PPP1CB;PPP1CC;CCND3;RASSF1;RASSF2;PPP2R1B;YWHAQ;CDH1;MYC;BTRC;YWHAG;TEAD3;APC2;TEAD4;PRKCI;WNT5A;AXIN1;SCRIB;CSNK1E;YWHAZ;TGFBR1;TGFBR2;LATS1;BIRC5;LLGL1;YAP1;TCF7;PARD6G;PRKCZ;NKD1;SAV1;STK3;PPP2CA;PAK1;DVL1;DVL2;TP53BP2;DVL3;WNT1;FZD1;SMAD2;SMAD4;TGFB2;TCF7L1;SMAD3;TGFB1;TGFB3;WNT3A;FZD7;WNT7B;WNT7A;GDF5;SMAD7;PPP1CA;MOB1A;BMP2;DLG3;PPP2R2C;DCHS2;DLG4;ID1;CTNNB1;NF2;BMPR1B,KEGG_2021_Human
Insulin signaling pathway,66/137,5.1566430255660735e-11,3.9743882831192174e-10,0,0,3.1900559986424573,75.56652574305417,GSK3B;PYGB;PDE3B;PRKAG1;PRKAG2;CBLB;IRS2;PYGM;SLC2A4;ELK1;HK2;PTPRF;PPP1CB;IKBKB;RPTOR;LIPE;PPP1CC;FLOT1;AKT1;PRKACA;PRKACB;HRAS;MAP2K1;PRKAB2;PRKCI;MAP2K2;EXOC7;TSC2;PHKA1;TSC1;PRKAB1;PRKAR1B;PPP1R3B;PRKAR1A;PPP1R3D;RAF1;SOS1;CRK;SOS2;PRKAA2;SHC1;PIK3R1;CBL;PRKCZ;FOXO1;INS;SOCS3;PHKG1;PRKAR2B;PHKG2;MAPK1;EIF4E;PTPN1;BAD;INSR;SORBS1;MTOR;PPP1CA;MAPK10;G6PC3;RHEB;FASN;RPS6KB2;GRB2;KRAS;CALM1,KEGG_2021_Human
Adipocytokine signaling pathway,41/69,5.892007937401193e-11,4.3299407167878524e-10,0,0,5.011125550730609,118.03625644414788,PRKAA2;TRADD;PRKAG1;SLC2A1;PRKAG2;IRS2;SLC2A4;RELA;IKBKB;RXRB;SOCS3;STK11;RXRA;LEPR;AKT1;CD36;IKBKG;JAK2;PRKAB2;CHUK;ACSL1;STAT3;ACSL5;ACSL4;TRAF2;PTPN11;PRKAB1;MTOR;NFKB1;TNFRSF1A;MAPK10;NFKBIA;POMC;G6PC3;LEP;ACSBG1;PRKCQ;AGRP;PPARA;NFKBIE;NFKBIB,KEGG_2021_Human
Renal cell carcinoma,41/69,5.892007937401193e-11,4.3299407167878524e-10,0,0,5.011125550730609,118.03625644414788,CDKN1A;EPAS1;CUL2;PRCC;SLC2A1;PIK3R1;HIF1A;CDC42;RAP1B;FLCN;PAK1;RAP1A;AKT1;EP300;MAPK1;ELOB;RAC1;VHL;HRAS;PAK4;EGLN1;ARNT2;MAP2K1;CREBBP;JUN;TGFB2;MAP2K2;TGFB1;BAD;TGFB3;ARNT;PTPN11;RBX1;VEGFA;GRB2;KRAS;RAF1;SOS1;CRK;MET;SOS2,KEGG_2021_Human
